rank:253 |send count:37 | recv count: 36 |total Time:19.558984 |compute Time:0.000036 |commuTime:18.126505 |Sync Time:0.417650 |IO Time:0.000000
rank:315 |send count:13 | recv count: 12 |total Time:19.555852 |compute Time:0.000033 |commuTime:17.874243 |Sync Time:0.525718 |IO Time:0.000000
rank:34 |send count:25 | recv count: 24 |total Time:19.555467 |compute Time:0.000034 |commuTime:18.815390 |Sync Time:0.631897 |IO Time:0.000000
rank:47 |send count:37 | recv count: 36 |total Time:19.550685 |compute Time:0.000037 |commuTime:19.035251 |Sync Time:0.309889 |IO Time:0.000000
rank:119 |send count:13 | recv count: 12 |total Time:19.551134 |compute Time:0.000029 |commuTime:18.249924 |Sync Time:0.821849 |IO Time:0.000000
rank:149 |send count:37 | recv count: 36 |total Time:19.560844 |compute Time:0.000032 |commuTime:18.550941 |Sync Time:0.389071 |IO Time:0.000000
rank:162 |send count:25 | recv count: 24 |total Time:19.557280 |compute Time:0.000040 |commuTime:18.711948 |Sync Time:0.207526 |IO Time:0.000000
rank:415 |send count:13 | recv count: 12 |total Time:19.551932 |compute Time:0.000044 |commuTime:17.680570 |Sync Time:0.320867 |IO Time:0.000000
rank:59 |send count:25 | recv count: 24 |total Time:19.558736 |compute Time:0.000032 |commuTime:18.884882 |Sync Time:0.358484 |IO Time:0.000000
rank:472 |send count:37 | recv count: 36 |total Time:19.549974 |compute Time:0.000034 |commuTime:17.503306 |Sync Time:0.238572 |IO Time:0.000000
rank:32 |send count:13 | recv count: 12 |total Time:19.551436 |compute Time:0.000034 |commuTime:18.758358 |Sync Time:0.691132 |IO Time:0.000000
rank:90 |send count:13 | recv count: 12 |total Time:19.560356 |compute Time:0.000039 |commuTime:18.358997 |Sync Time:0.822453 |IO Time:0.000000
rank:135 |send count:13 | recv count: 12 |total Time:19.554687 |compute Time:0.000029 |commuTime:18.167002 |Sync Time:0.815411 |IO Time:0.000000
rank:278 |send count:25 | recv count: 24 |total Time:19.553036 |compute Time:0.000044 |commuTime:18.253212 |Sync Time:0.239239 |IO Time:0.000000
rank:307 |send count:61 | recv count: 60 |total Time:19.561747 |compute Time:0.000037 |commuTime:18.216261 |Sync Time:0.217063 |IO Time:0.000000
rank:319 |send count:37 | recv count: 36 |total Time:19.550412 |compute Time:0.000041 |commuTime:17.946585 |Sync Time:0.448490 |IO Time:0.000000
rank:346 |send count:13 | recv count: 12 |total Time:19.563054 |compute Time:0.000036 |commuTime:17.789865 |Sync Time:0.469818 |IO Time:0.000000
