rank:1 |send count:25 | recv count: 24 |total Time:1.404517 |compute Time:0.000024 |commuTime:0.431370 |Sync Time:0.967928 |IO Time:0.000000
rank:4 |send count:13 | recv count: 12 |total Time:1.404518 |compute Time:0.000020 |commuTime:1.343252 |Sync Time:0.046394 |IO Time:0.000000
rank:8 |send count:25 | recv count: 24 |total Time:1.404475 |compute Time:0.000027 |commuTime:0.871300 |Sync Time:0.508896 |IO Time:0.000000
rank:2 |send count:13 | recv count: 12 |total Time:1.403878 |compute Time:0.000021 |commuTime:0.556341 |Sync Time:0.842965 |IO Time:0.000000
rank:3 |send count:25 | recv count: 24 |total Time:1.403915 |compute Time:0.000018 |commuTime:1.249636 |Sync Time:0.140113 |IO Time:0.000000
rank:12 |send count:13 | recv count: 12 |total Time:1.402366 |compute Time:0.000023 |commuTime:0.583902 |Sync Time:0.787703 |IO Time:0.000000
rank:13 |send count:13 | recv count: 12 |total Time:1.402482 |compute Time:0.000020 |commuTime:0.729210 |Sync Time:0.642407 |IO Time:0.000000
rank:14 |send count:13 | recv count: 12 |total Time:1.402994 |compute Time:0.000022 |commuTime:1.314524 |Sync Time:0.057097 |IO Time:0.000000
rank:15 |send count:49 | recv count: 48 |total Time:1.403079 |compute Time:0.000025 |commuTime:1.238261 |Sync Time:0.123558 |IO Time:0.000000
rank:24 |send count:25 | recv count: 24 |total Time:1.403970 |compute Time:0.000024 |commuTime:0.210121 |Sync Time:1.132379 |IO Time:0.000000
rank:25 |send count:25 | recv count: 24 |total Time:1.404334 |compute Time:0.000031 |commuTime:0.683839 |Sync Time:0.658668 |IO Time:0.000000
rank:26 |send count:13 | recv count: 12 |total Time:1.404357 |compute Time:0.000023 |commuTime:1.051645 |Sync Time:0.290862 |IO Time:0.000000
rank:27 |send count:25 | recv count: 24 |total Time:1.404398 |compute Time:0.000016 |commuTime:1.154333 |Sync Time:0.179308 |IO Time:0.000000
rank:36 |send count:25 | recv count: 24 |total Time:1.403348 |compute Time:0.000032 |commuTime:1.169628 |Sync Time:0.146271 |IO Time:0.000000
rank:37 |send count:37 | recv count: 36 |total Time:1.403943 |compute Time:0.000025 |commuTime:0.953510 |Sync Time:0.362838 |IO Time:0.000000
rank:38 |send count:73 | recv count: 72 |total Time:1.405734 |compute Time:0.000036 |commuTime:0.810516 |Sync Time:0.505811 |IO Time:0.000000
rank:39 |send count:37 | recv count: 36 |total Time:1.405808 |compute Time:0.000019 |commuTime:1.043359 |Sync Time:0.263596 |IO Time:0.000000
rank:48 |send count:37 | recv count: 36 |total Time:1.405450 |compute Time:0.000019 |commuTime:1.136425 |Sync Time:0.152897 |IO Time:0.000000
rank:49 |send count:25 | recv count: 24 |total Time:1.405514 |compute Time:0.000019 |commuTime:0.570745 |Sync Time:0.718577 |IO Time:0.000000
rank:50 |send count:85 | recv count: 84 |total Time:1.403945 |compute Time:0.000027 |commuTime:1.168496 |Sync Time:0.120792 |IO Time:0.000000
rank:51 |send count:13 | recv count: 12 |total Time:1.404008 |compute Time:0.000018 |commuTime:0.083589 |Sync Time:1.196346 |IO Time:0.000000
rank:60 |send count:13 | recv count: 12 |total Time:1.404292 |compute Time:0.000021 |commuTime:0.652658 |Sync Time:0.608930 |IO Time:0.000000
rank:61 |send count:37 | recv count: 36 |total Time:1.404351 |compute Time:0.000036 |commuTime:0.354535 |Sync Time:0.907039 |IO Time:0.000000
rank:62 |send count:13 | recv count: 12 |total Time:1.405581 |compute Time:0.000022 |commuTime:0.723087 |Sync Time:0.538490 |IO Time:0.000000
rank:63 |send count:25 | recv count: 24 |total Time:1.405614 |compute Time:0.000024 |commuTime:1.147588 |Sync Time:0.102105 |IO Time:0.000000
rank:72 |send count:61 | recv count: 60 |total Time:1.404553 |compute Time:0.000033 |commuTime:0.840110 |Sync Time:0.391680 |IO Time:0.000000
rank:73 |send count:25 | recv count: 24 |total Time:1.404977 |compute Time:0.000024 |commuTime:0.540643 |Sync Time:0.691440 |IO Time:0.000000
rank:74 |send count:13 | recv count: 12 |total Time:1.404644 |compute Time:0.000018 |commuTime:0.028208 |Sync Time:1.203887 |IO Time:0.000000
rank:75 |send count:13 | recv count: 12 |total Time:1.404697 |compute Time:0.000016 |commuTime:0.024065 |Sync Time:1.199138 |IO Time:0.000000
rank:84 |send count:13 | recv count: 12 |total Time:1.407730 |compute Time:0.000022 |commuTime:1.096404 |Sync Time:0.108352 |IO Time:0.000000
rank:85 |send count:49 | recv count: 48 |total Time:1.407768 |compute Time:0.000016 |commuTime:0.943484 |Sync Time:0.261282 |IO Time:0.000000
rank:86 |send count:13 | recv count: 12 |total Time:1.407792 |compute Time:0.000026 |commuTime:0.850983 |Sync Time:0.353751 |IO Time:0.000000
rank:87 |send count:37 | recv count: 36 |total Time:1.407808 |compute Time:0.000021 |commuTime:0.464278 |Sync Time:0.731223 |IO Time:0.000000
rank:96 |send count:25 | recv count: 24 |total Time:1.406234 |compute Time:0.000026 |commuTime:0.958354 |Sync Time:0.219071 |IO Time:0.000000
rank:97 |send count:25 | recv count: 24 |total Time:1.406594 |compute Time:0.000023 |commuTime:0.205362 |Sync Time:0.972081 |IO Time:0.000000
rank:98 |send count:25 | recv count: 24 |total Time:1.405399 |compute Time:0.000022 |commuTime:0.040741 |Sync Time:1.136704 |IO Time:0.000000
rank:99 |send count:13 | recv count: 12 |total Time:1.405747 |compute Time:0.000013 |commuTime:0.054826 |Sync Time:1.114041 |IO Time:0.000000
rank:108 |send count:37 | recv count: 36 |total Time:1.404394 |compute Time:0.000028 |commuTime:0.687208 |Sync Time:0.462185 |IO Time:0.000000
rank:109 |send count:49 | recv count: 48 |total Time:1.404540 |compute Time:0.000024 |commuTime:1.052834 |Sync Time:0.096563 |IO Time:0.000000
rank:110 |send count:13 | recv count: 12 |total Time:1.407266 |compute Time:0.000018 |commuTime:0.029263 |Sync Time:1.120135 |IO Time:0.000000
rank:111 |send count:37 | recv count: 36 |total Time:1.407318 |compute Time:0.000020 |commuTime:0.874390 |Sync Time:0.264395 |IO Time:0.000000
rank:120 |send count:25 | recv count: 24 |total Time:1.406598 |compute Time:0.000017 |commuTime:1.067039 |Sync Time:0.053097 |IO Time:0.000000
rank:121 |send count:37 | recv count: 36 |total Time:1.406685 |compute Time:0.000023 |commuTime:0.970024 |Sync Time:0.150117 |IO Time:0.000000
rank:122 |send count:37 | recv count: 36 |total Time:1.405689 |compute Time:0.000029 |commuTime:0.822210 |Sync Time:0.297917 |IO Time:0.000000
rank:123 |send count:25 | recv count: 24 |total Time:1.405759 |compute Time:0.000021 |commuTime:0.537977 |Sync Time:0.573272 |IO Time:0.000000
rank:132 |send count:37 | recv count: 36 |total Time:1.407879 |compute Time:0.000027 |commuTime:0.985050 |Sync Time:0.108533 |IO Time:0.000000
rank:133 |send count:25 | recv count: 24 |total Time:1.407916 |compute Time:0.000020 |commuTime:0.146689 |Sync Time:0.946906 |IO Time:0.000000
rank:134 |send count:13 | recv count: 12 |total Time:1.407650 |compute Time:0.000018 |commuTime:0.244005 |Sync Time:0.849585 |IO Time:0.000000
rank:135 |send count:13 | recv count: 12 |total Time:1.407698 |compute Time:0.000014 |commuTime:0.028757 |Sync Time:1.052242 |IO Time:0.000000
rank:144 |send count:25 | recv count: 24 |total Time:1.407974 |compute Time:0.000020 |commuTime:0.765735 |Sync Time:0.295031 |IO Time:0.000000
