rank:89 |send count:13 | recv count: 12 |total Time:19.000088 |compute Time:0.000035 |commuTime:17.975240 |Sync Time:0.677395 |IO Time:0.000000
rank:228 |send count:37 | recv count: 36 |total Time:19.006600 |compute Time:0.000035 |commuTime:17.763991 |Sync Time:0.302334 |IO Time:0.000000
rank:289 |send count:25 | recv count: 24 |total Time:18.996520 |compute Time:0.000036 |commuTime:17.447906 |Sync Time:0.449597 |IO Time:0.000000
rank:405 |send count:13 | recv count: 12 |total Time:19.000443 |compute Time:0.000046 |commuTime:17.087293 |Sync Time:0.343523 |IO Time:0.000000
rank:21 |send count:13 | recv count: 12 |total Time:18.999226 |compute Time:0.000034 |commuTime:18.260833 |Sync Time:0.655998 |IO Time:0.000000
rank:119 |send count:13 | recv count: 12 |total Time:18.997359 |compute Time:0.000036 |commuTime:17.766856 |Sync Time:0.740961 |IO Time:0.000000
rank:157 |send count:49 | recv count: 48 |total Time:19.001004 |compute Time:0.000036 |commuTime:18.176330 |Sync Time:0.231746 |IO Time:0.000000
rank:179 |send count:37 | recv count: 36 |total Time:18.989870 |compute Time:0.000039 |commuTime:17.916630 |Sync Time:0.391778 |IO Time:0.000000
rank:187 |send count:25 | recv count: 24 |total Time:19.003704 |compute Time:0.000036 |commuTime:17.952864 |Sync Time:0.316978 |IO Time:0.000000
rank:247 |send count:25 | recv count: 24 |total Time:18.997731 |compute Time:0.000035 |commuTime:17.479880 |Sync Time:0.550505 |IO Time:0.000000
rank:261 |send count:49 | recv count: 48 |total Time:19.003458 |compute Time:0.000043 |commuTime:17.496680 |Sync Time:0.451095 |IO Time:0.000000
rank:263 |send count:13 | recv count: 12 |total Time:18.996043 |compute Time:0.000034 |commuTime:17.630293 |Sync Time:0.315441 |IO Time:0.000000
rank:453 |send count:13 | recv count: 12 |total Time:19.004903 |compute Time:0.000033 |commuTime:17.023563 |Sync Time:0.259130 |IO Time:0.000000
rank:33 |send count:37 | recv count: 36 |total Time:18.998479 |compute Time:0.000035 |commuTime:18.489291 |Sync Time:0.386532 |IO Time:0.000000
rank:100 |send count:25 | recv count: 24 |total Time:19.005055 |compute Time:0.000044 |commuTime:18.090529 |Sync Time:0.496120 |IO Time:0.000000
rank:133 |send count:25 | recv count: 24 |total Time:19.006961 |compute Time:0.000035 |commuTime:17.810427 |Sync Time:0.652465 |IO Time:0.000000
rank:135 |send count:13 | recv count: 12 |total Time:18.995358 |compute Time:0.000032 |commuTime:17.745206 |Sync Time:0.716947 |IO Time:0.000000
rank:266 |send count:13 | recv count: 12 |total Time:19.003882 |compute Time:0.000032 |commuTime:17.413616 |Sync Time:0.527569 |IO Time:0.000000
rank:271 |send count:13 | recv count: 12 |total Time:18.991558 |compute Time:0.000036 |commuTime:17.440217 |Sync Time:0.495796 |IO Time:0.000000
rank:377 |send count:37 | recv count: 36 |total Time:18.999018 |compute Time:0.000032 |commuTime:17.309135 |Sync Time:0.246797 |IO Time:0.000000
rank:378 |send count:25 | recv count: 24 |total Time:19.000897 |compute Time:0.000037 |commuTime:17.188995 |Sync Time:0.363937 |IO Time:0.000000
rank:173 |send count:49 | recv count: 48 |total Time:19.005436 |compute Time:0.000038 |commuTime:18.098061 |Sync Time:0.221988 |IO Time:0.000000
rank:185 |send count:13 | recv count: 12 |total Time:18.999149 |compute Time:0.000030 |commuTime:17.844363 |Sync Time:0.429729 |IO Time:0.000000
rank:220 |send count:13 | recv count: 12 |total Time:19.003461 |compute Time:0.000033 |commuTime:17.889280 |Sync Time:0.213785 |IO Time:0.000000
rank:259 |send count:13 | recv count: 12 |total Time:19.007056 |compute Time:0.000034 |commuTime:17.439087 |Sync Time:0.536928 |IO Time:0.000000
rank:325 |send count:25 | recv count: 24 |total Time:19.005225 |compute Time:0.000040 |commuTime:17.500676 |Sync Time:0.238107 |IO Time:0.000000
rank:392 |send count:37 | recv count: 36 |total Time:18.997247 |compute Time:0.000038 |commuTime:17.191261 |Sync Time:0.322045 |IO Time:0.000000
rank:427 |send count:13 | recv count: 12 |total Time:19.004814 |compute Time:0.000027 |commuTime:17.052210 |Sync Time:0.304122 |IO Time:0.000000
