rank:319 |send count:37 | recv count: 36 |total Time:19.261439 |compute Time:0.000040 |commuTime:17.727367 |Sync Time:0.434073 |IO Time:0.000000
rank:348 |send count:13 | recv count: 12 |total Time:19.263324 |compute Time:0.000029 |commuTime:17.578072 |Sync Time:0.459907 |IO Time:0.000000
rank:74 |send count:13 | recv count: 12 |total Time:19.274150 |compute Time:0.000036 |commuTime:18.194685 |Sync Time:0.830741 |IO Time:0.000000
rank:138 |send count:13 | recv count: 12 |total Time:19.276193 |compute Time:0.000032 |commuTime:18.040824 |Sync Time:0.711440 |IO Time:0.000000
rank:172 |send count:13 | recv count: 12 |total Time:19.278194 |compute Time:0.000041 |commuTime:18.360503 |Sync Time:0.276407 |IO Time:0.000000
rank:367 |send count:49 | recv count: 48 |total Time:19.264842 |compute Time:0.000036 |commuTime:17.717275 |Sync Time:0.260454 |IO Time:0.000000
rank:413 |send count:73 | recv count: 72 |total Time:19.264798 |compute Time:0.000042 |commuTime:17.570385 |Sync Time:0.194563 |IO Time:0.000000
rank:426 |send count:61 | recv count: 60 |total Time:19.275763 |compute Time:0.000048 |commuTime:17.379823 |Sync Time:0.324578 |IO Time:0.000000
rank:10 |send count:13 | recv count: 12 |total Time:19.276096 |compute Time:0.000080 |commuTime:18.651478 |Sync Time:0.572847 |IO Time:0.000000
rank:139 |send count:25 | recv count: 24 |total Time:19.277917 |compute Time:0.000039 |commuTime:18.020395 |Sync Time:0.731410 |IO Time:0.000000
rank:207 |send count:13 | recv count: 12 |total Time:19.267936 |compute Time:0.000040 |commuTime:17.962204 |Sync Time:0.573060 |IO Time:0.000000
rank:239 |send count:25 | recv count: 24 |total Time:19.265379 |compute Time:0.000038 |commuTime:18.165969 |Sync Time:0.274265 |IO Time:0.000000
rank:398 |send count:13 | recv count: 12 |total Time:19.267326 |compute Time:0.000037 |commuTime:17.445192 |Sync Time:0.380007 |IO Time:0.000000
rank:94 |send count:73 | recv count: 72 |total Time:19.262910 |compute Time:0.000037 |commuTime:18.504680 |Sync Time:0.445542 |IO Time:0.000000
rank:112 |send count:13 | recv count: 12 |total Time:19.271925 |compute Time:0.000036 |commuTime:18.204093 |Sync Time:0.670935 |IO Time:0.000000
