rank:1 |send count:25 | recv count: 24 |total Time:4.028546 |compute Time:0.000024 |commuTime:1.239723 |Sync Time:2.767074 |IO Time:0.000000
rank:2 |send count:13 | recv count: 12 |total Time:4.032337 |compute Time:0.000018 |commuTime:1.575819 |Sync Time:2.430539 |IO Time:0.000000
rank:4 |send count:13 | recv count: 12 |total Time:4.027042 |compute Time:0.000018 |commuTime:3.954991 |Sync Time:0.037751 |IO Time:0.000000
rank:5 |send count:37 | recv count: 36 |total Time:4.027401 |compute Time:0.000021 |commuTime:3.810469 |Sync Time:0.168675 |IO Time:0.000000
rank:8 |send count:25 | recv count: 24 |total Time:4.031479 |compute Time:0.000019 |commuTime:2.568247 |Sync Time:1.396389 |IO Time:0.000000
rank:9 |send count:13 | recv count: 12 |total Time:4.031895 |compute Time:0.000013 |commuTime:3.545700 |Sync Time:0.405047 |IO Time:0.000000
rank:12 |send count:13 | recv count: 12 |total Time:4.032206 |compute Time:0.000016 |commuTime:1.684058 |Sync Time:2.251498 |IO Time:0.000000
rank:13 |send count:13 | recv count: 12 |total Time:4.032286 |compute Time:0.000021 |commuTime:2.149257 |Sync Time:1.772714 |IO Time:0.000000
rank:16 |send count:25 | recv count: 24 |total Time:4.031852 |compute Time:0.000020 |commuTime:3.016758 |Sync Time:0.891908 |IO Time:0.000000
rank:17 |send count:49 | recv count: 48 |total Time:4.031976 |compute Time:0.000023 |commuTime:1.648717 |Sync Time:2.246503 |IO Time:0.000000
rank:20 |send count:61 | recv count: 60 |total Time:4.033020 |compute Time:0.000030 |commuTime:3.508867 |Sync Time:0.371742 |IO Time:0.000000
rank:21 |send count:13 | recv count: 12 |total Time:4.033039 |compute Time:0.000017 |commuTime:1.168918 |Sync Time:2.699914 |IO Time:0.000000
rank:24 |send count:25 | recv count: 24 |total Time:4.028877 |compute Time:0.000022 |commuTime:0.591601 |Sync Time:3.256280 |IO Time:0.000000
rank:25 |send count:25 | recv count: 24 |total Time:4.029661 |compute Time:0.000023 |commuTime:1.980917 |Sync Time:1.854688 |IO Time:0.000000
rank:28 |send count:25 | recv count: 24 |total Time:4.029681 |compute Time:0.000022 |commuTime:0.677926 |Sync Time:3.142743 |IO Time:0.000000
rank:29 |send count:25 | recv count: 24 |total Time:4.030025 |compute Time:0.000020 |commuTime:0.775301 |Sync Time:3.031849 |IO Time:0.000000
rank:32 |send count:13 | recv count: 12 |total Time:4.030110 |compute Time:0.000017 |commuTime:1.415292 |Sync Time:2.377109 |IO Time:0.000000
rank:33 |send count:37 | recv count: 36 |total Time:4.030606 |compute Time:0.000023 |commuTime:2.566509 |Sync Time:1.213144 |IO Time:0.000000
rank:36 |send count:25 | recv count: 24 |total Time:4.028900 |compute Time:0.000025 |commuTime:3.371657 |Sync Time:0.393259 |IO Time:0.000000
rank:37 |send count:37 | recv count: 36 |total Time:4.029167 |compute Time:0.000023 |commuTime:2.728936 |Sync Time:1.023023 |IO Time:0.000000
