pointNum: 320000 thread#:2  Time: 0.002509 
pointNum: 320000 thread#:1  Time: 0.003505 
pointNum: 320000 thread#:0  Time: 0.015476 
pointNum: 320000 thread#:3  Time: 0.016253 
pointNum: 160000 thread#:4  Time: 1.233235 
pointNum: 160000 thread#:11  Time: 1.272301 
pointNum: 160000 thread#:5  Time: 8.421092 
pointNum: 160000 thread#:10  Time: 8.542202 
pointNum: 160000 thread#:6  Time: 18.923437 
pointNum: 160000 thread#:9  Time: 18.993855 
pointNum: 160000 thread#:7  Time: 29.111520 
pointNum: 160000 thread#:8  Time: 29.302384 
