rank:2 |send count:171 | recv count: 170 |total Time:0.065420 |compute Time:0.000026 |commuTime:0.039319 |Sync Time:0.008568 |IO Time:0.000000
rank:4 |send count:231 | recv count: 230 |total Time:0.065005 |compute Time:0.000019 |commuTime:0.035972 |Sync Time:0.011870 |IO Time:0.000000
rank:25 |send count:261 | recv count: 260 |total Time:0.065677 |compute Time:0.000020 |commuTime:0.033216 |Sync Time:0.006754 |IO Time:0.000000
rank:27 |send count:211 | recv count: 210 |total Time:0.065812 |compute Time:0.000026 |commuTime:0.030069 |Sync Time:0.009474 |IO Time:0.000000
rank:33 |send count:151 | recv count: 150 |total Time:0.065438 |compute Time:0.000013 |commuTime:0.023184 |Sync Time:0.011716 |IO Time:0.000000
rank:34 |send count:151 | recv count: 150 |total Time:0.064911 |compute Time:0.000019 |commuTime:0.023243 |Sync Time:0.011631 |IO Time:0.000000
rank:35 |send count:221 | recv count: 220 |total Time:0.064898 |compute Time:0.000026 |commuTime:0.025727 |Sync Time:0.008479 |IO Time:0.000000
rank:36 |send count:241 | recv count: 240 |total Time:0.064947 |compute Time:0.000018 |commuTime:0.023156 |Sync Time:0.011033 |IO Time:0.000000
rank:65 |send count:221 | recv count: 220 |total Time:0.065706 |compute Time:0.000020 |commuTime:0.025625 |Sync Time:0.007585 |IO Time:0.000000
rank:66 |send count:211 | recv count: 210 |total Time:0.065005 |compute Time:0.000019 |commuTime:0.024942 |Sync Time:0.008250 |IO Time:0.000000
rank:67 |send count:231 | recv count: 230 |total Time:0.065153 |compute Time:0.000019 |commuTime:0.021891 |Sync Time:0.011285 |IO Time:0.000000
rank:68 |send count:271 | recv count: 270 |total Time:0.064991 |compute Time:0.000023 |commuTime:0.025867 |Sync Time:0.007276 |IO Time:0.000000
rank:1 |send count:211 | recv count: 210 |total Time:0.064853 |compute Time:0.000026 |commuTime:0.039041 |Sync Time:0.008940 |IO Time:0.000000
rank:3 |send count:231 | recv count: 230 |total Time:0.065650 |compute Time:0.000018 |commuTime:0.038917 |Sync Time:0.009032 |IO Time:0.000000
rank:9 |send count:161 | recv count: 160 |total Time:0.065942 |compute Time:0.000019 |commuTime:0.035521 |Sync Time:0.012341 |IO Time:0.000000
