processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:1  time:0.038252
rank:2  time:0.074655
rank:3  time:0.164607
rank:9  time:0.251522
rank:10  time:0.251503
rank:11  time:0.251499
rank:8  time:4.780963
rank:4  time:4.989740
rank:7  time:20.488623
rank:5  time:20.588270
rank:0  time:31.122089
rank:6  time:31.122093
