processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:11  time:0.063545
rank:9  time:0.067132
rank:2  time:0.155754
rank:3  time:0.156813
rank:1  time:0.227809
rank:10  time:0.227863
rank:4  time:3.467392
rank:8  time:3.529150
rank:5  time:14.696108
rank:7  time:14.784775
rank:0  time:22.348957
rank:6  time:22.348871
