processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:10  time:0.097780
rank:1  time:0.137940
rank:11  time:0.134261
rank:9  time:0.219561
rank:2  time:0.233777
rank:3  time:0.233789
rank:4  time:3.404518
rank:8  time:3.727526
rank:7  time:12.206001
rank:5  time:14.303041
rank:6  time:18.525684
rank:0  time:18.519249
