rank:1 |send count:15 | recv count: 15 |total Time:0.444541 |compute Time:0.000010 |commuTime:0.439693|IO Time:0.000000
rank:143 |send count:9 | recv count: 9 |total Time:1.655836 |compute Time:0.000013 |commuTime:1.560287|IO Time:0.000000
rank:176 |send count:5 | recv count: 5 |total Time:1.653653 |compute Time:0.000010 |commuTime:1.544357|IO Time:0.000000
rank:165 |send count:4 | recv count: 4 |total Time:1.652976 |compute Time:0.000012 |commuTime:1.551799|IO Time:0.000000
rank:181 |send count:15 | recv count: 15 |total Time:1.654290 |compute Time:0.000015 |commuTime:1.537025|IO Time:0.000000
rank:123 |send count:5 | recv count: 5 |total Time:1.652485 |compute Time:0.000008 |commuTime:1.575515|IO Time:0.000000
rank:19 |send count:43 | recv count: 38 |total Time:1.653659 |compute Time:0.000022 |commuTime:1.642740|IO Time:0.000000
rank:182 |send count:6 | recv count: 6 |total Time:1.653103 |compute Time:0.000013 |commuTime:1.537030|IO Time:0.000000
rank:126 |send count:5 | recv count: 5 |total Time:1.654257 |compute Time:0.000012 |commuTime:1.575479|IO Time:0.000000
rank:66 |send count:9 | recv count: 9 |total Time:1.654888 |compute Time:0.000015 |commuTime:1.613814|IO Time:0.000000
rank:183 |send count:9 | recv count: 9 |total Time:1.653128 |compute Time:0.000017 |commuTime:1.537034|IO Time:0.000000
rank:128 |send count:5 | recv count: 5 |total Time:1.655905 |compute Time:0.000011 |commuTime:1.575509|IO Time:0.000000
rank:109 |send count:11 | recv count: 11 |total Time:1.654625 |compute Time:0.000016 |commuTime:1.582851|IO Time:0.000000
rank:184 |send count:6 | recv count: 6 |total Time:1.653439 |compute Time:0.000017 |commuTime:1.537044|IO Time:0.000000
rank:168 |send count:5 | recv count: 5 |total Time:1.654617 |compute Time:0.000014 |commuTime:1.544588|IO Time:0.000000
rank:113 |send count:10 | recv count: 10 |total Time:1.654329 |compute Time:0.000013 |commuTime:1.582797|IO Time:0.000000
rank:185 |send count:10 | recv count: 10 |total Time:1.653426 |compute Time:0.000014 |commuTime:1.537000|IO Time:0.000000
rank:169 |send count:15 | recv count: 15 |total Time:1.654642 |compute Time:0.000014 |commuTime:1.544581|IO Time:0.000000
rank:117 |send count:4 | recv count: 4 |total Time:1.654590 |compute Time:0.000012 |commuTime:1.582717|IO Time:0.000000
rank:187 |send count:15 | recv count: 15 |total Time:1.652258 |compute Time:0.000018 |commuTime:1.537016|IO Time:0.000000
rank:175 |send count:5 | recv count: 5 |total Time:1.652529 |compute Time:0.000010 |commuTime:1.544458|IO Time:0.000000
rank:159 |send count:5 | recv count: 5 |total Time:1.654581 |compute Time:0.000014 |commuTime:1.551949|IO Time:0.000000
rank:189 |send count:15 | recv count: 15 |total Time:1.654370 |compute Time:0.000014 |commuTime:1.536989|IO Time:0.000000
rank:177 |send count:18 | recv count: 20 |total Time:1.653793 |compute Time:0.000014 |commuTime:1.544464|IO Time:0.000000
rank:164 |send count:39 | recv count: 39 |total Time:1.653045 |compute Time:0.000015 |commuTime:1.551905|IO Time:0.000000
rank:190 |send count:6 | recv count: 6 |total Time:1.654600 |compute Time:0.000015 |commuTime:1.536943|IO Time:0.000000
rank:178 |send count:7 | recv count: 7 |total Time:1.653065 |compute Time:0.000009 |commuTime:1.544377|IO Time:0.000000
rank:167 |send count:7 | recv count: 10 |total Time:1.655544 |compute Time:0.000007 |commuTime:1.544742|IO Time:0.000000
rank:186 |send count:24 | recv count: 24 |total Time:1.652286 |compute Time:0.000019 |commuTime:1.537050|IO Time:0.000000
rank:179 |send count:6 | recv count: 6 |total Time:1.653126 |compute Time:0.000007 |commuTime:1.537293|IO Time:0.000000
rank:206 |send count:6 | recv count: 6 |total Time:1.655816 |compute Time:0.000011 |commuTime:1.520810|IO Time:0.000000
rank:191 |send count:5 | recv count: 5 |total Time:1.654706 |compute Time:0.000011 |commuTime:1.529290|IO Time:0.000000
rank:218 |send count:7 | recv count: 7 |total Time:1.655911 |compute Time:0.000010 |commuTime:1.513535|IO Time:0.000000
rank:213 |send count:4 | recv count: 4 |total Time:1.655884 |compute Time:0.000012 |commuTime:1.520779|IO Time:0.000000
rank:229 |send count:21 | recv count: 21 |total Time:1.652870 |compute Time:0.000015 |commuTime:1.506179|IO Time:0.000000
rank:219 |send count:7 | recv count: 7 |total Time:1.655928 |compute Time:0.000008 |commuTime:1.513544|IO Time:0.000000
rank:158 |send count:13 | recv count: 13 |total Time:1.654384 |compute Time:0.000020 |commuTime:1.552089|IO Time:0.000000
rank:230 |send count:5 | recv count: 5 |total Time:1.655969 |compute Time:0.000015 |commuTime:1.506163|IO Time:0.000000
rank:216 |send count:5 | recv count: 5 |total Time:1.655963 |compute Time:0.000010 |commuTime:1.513624|IO Time:0.000000
rank:163 |send count:8 | recv count: 8 |total Time:1.655670 |compute Time:0.000016 |commuTime:1.552046|IO Time:0.000000
rank:231 |send count:4 | recv count: 4 |total Time:1.655974 |compute Time:0.000013 |commuTime:1.506160|IO Time:0.000000
rank:217 |send count:5 | recv count: 5 |total Time:1.655958 |compute Time:0.000009 |commuTime:1.513590|IO Time:0.000000
rank:205 |send count:5 | recv count: 5 |total Time:1.655985 |compute Time:0.000012 |commuTime:1.520955|IO Time:0.000000
rank:232 |send count:9 | recv count: 10 |total Time:1.655644 |compute Time:0.000016 |commuTime:1.506134|IO Time:0.000000
rank:222 |send count:9 | recv count: 9 |total Time:1.655304 |compute Time:0.000016 |commuTime:1.513532|IO Time:0.000000
rank:207 |send count:4 | recv count: 4 |total Time:1.655929 |compute Time:0.000015 |commuTime:1.520885|IO Time:0.000000
rank:233 |send count:5 | recv count: 5 |total Time:1.655683 |compute Time:0.000010 |commuTime:1.506148|IO Time:0.000000
rank:223 |send count:5 | recv count: 5 |total Time:1.655334 |compute Time:0.000012 |commuTime:1.513548|IO Time:0.000000
rank:209 |send count:11 | recv count: 11 |total Time:1.655639 |compute Time:0.000012 |commuTime:1.520881|IO Time:0.000000
rank:235 |send count:12 | recv count: 13 |total Time:1.655964 |compute Time:0.000015 |commuTime:1.506079|IO Time:0.000000
rank:225 |send count:10 | recv count: 10 |total Time:1.655713 |compute Time:0.000015 |commuTime:1.513555|IO Time:0.000000
rank:210 |send count:12 | recv count: 12 |total Time:1.655910 |compute Time:0.000018 |commuTime:1.520854|IO Time:0.000000
rank:237 |send count:5 | recv count: 5 |total Time:1.655988 |compute Time:0.000012 |commuTime:1.506085|IO Time:0.000000
rank:227 |send count:9 | recv count: 10 |total Time:1.655949 |compute Time:0.000008 |commuTime:1.506373|IO Time:0.000000
rank:211 |send count:9 | recv count: 9 |total Time:1.655916 |compute Time:0.000012 |commuTime:1.520842|IO Time:0.000000
rank:238 |send count:5 | recv count: 5 |total Time:1.652673 |compute Time:0.000010 |commuTime:1.506091|IO Time:0.000000
rank:224 |send count:9 | recv count: 9 |total Time:1.655737 |compute Time:0.000013 |commuTime:1.513605|IO Time:0.000000
rank:212 |send count:5 | recv count: 5 |total Time:1.655925 |compute Time:0.000013 |commuTime:1.520831|IO Time:0.000000
rank:92 |send count:7 | recv count: 7 |total Time:1.655171 |compute Time:0.000015 |commuTime:1.599199|IO Time:0.000000
rank:264 |send count:15 | recv count: 15 |total Time:1.653860 |compute Time:0.000013 |commuTime:1.482223|IO Time:0.000000
rank:215 |send count:7 | recv count: 7 |total Time:1.655955 |compute Time:0.000011 |commuTime:1.513793|IO Time:0.000000
rank:239 |send count:15 | recv count: 15 |total Time:1.652732 |compute Time:0.000015 |commuTime:1.498201|IO Time:0.000000
rank:265 |send count:6 | recv count: 6 |total Time:1.653910 |compute Time:0.000008 |commuTime:1.482257|IO Time:0.000000
rank:255 |send count:4 | recv count: 4 |total Time:1.655091 |compute Time:0.000014 |commuTime:1.489615|IO Time:0.000000
rank:277 |send count:9 | recv count: 9 |total Time:1.654862 |compute Time:0.000016 |commuTime:1.474724|IO Time:0.000000
rank:266 |send count:4 | recv count: 4 |total Time:1.654486 |compute Time:0.000008 |commuTime:1.482231|IO Time:0.000000
rank:257 |send count:11 | recv count: 9 |total Time:1.655432 |compute Time:0.000014 |commuTime:1.489595|IO Time:0.000000
rank:278 |send count:13 | recv count: 13 |total Time:1.654255 |compute Time:0.000016 |commuTime:1.474714|IO Time:0.000000
rank:267 |send count:5 | recv count: 7 |total Time:1.654521 |compute Time:0.000014 |commuTime:1.482227|IO Time:0.000000
rank:258 |send count:23 | recv count: 20 |total Time:1.653560 |compute Time:0.000025 |commuTime:1.489572|IO Time:0.000000
rank:279 |send count:9 | recv count: 9 |total Time:1.654293 |compute Time:0.000016 |commuTime:1.474730|IO Time:0.000000
rank:270 |send count:4 | recv count: 4 |total Time:1.655086 |compute Time:0.000010 |commuTime:1.482178|IO Time:0.000000
rank:259 |send count:11 | recv count: 11 |total Time:1.653587 |compute Time:0.000016 |commuTime:1.489585|IO Time:0.000000
rank:280 |send count:5 | recv count: 5 |total Time:1.655478 |compute Time:0.000013 |commuTime:1.474724|IO Time:0.000000
rank:271 |send count:9 | recv count: 9 |total Time:1.655094 |compute Time:0.000010 |commuTime:1.482164|IO Time:0.000000
rank:260 |send count:8 | recv count: 8 |total Time:1.654440 |compute Time:0.000012 |commuTime:1.489558|IO Time:0.000000
rank:281 |send count:51 | recv count: 39 |total Time:1.655487 |compute Time:0.000023 |commuTime:1.474694|IO Time:0.000000
rank:273 |send count:5 | recv count: 5 |total Time:1.653358 |compute Time:0.000007 |commuTime:1.482150|IO Time:0.000000
rank:261 |send count:7 | recv count: 7 |total Time:1.654470 |compute Time:0.000012 |commuTime:1.489510|IO Time:0.000000
rank:283 |send count:6 | recv count: 6 |total Time:1.653960 |compute Time:0.000013 |commuTime:1.474696|IO Time:0.000000
rank:275 |send count:6 | recv count: 6 |total Time:1.653676 |compute Time:0.000013 |commuTime:1.474934|IO Time:0.000000
rank:263 |send count:5 | recv count: 5 |total Time:1.653595 |compute Time:0.000014 |commuTime:1.482385|IO Time:0.000000
rank:285 |send count:9 | recv count: 9 |total Time:1.653407 |compute Time:0.000013 |commuTime:1.474652|IO Time:0.000000
rank:76 |send count:5 | recv count: 5 |total Time:1.655167 |compute Time:0.000010 |commuTime:1.606734|IO Time:0.000000
rank:253 |send count:21 | recv count: 25 |total Time:1.655779 |compute Time:0.000014 |commuTime:1.489676|IO Time:0.000000
rank:236 |send count:5 | recv count: 5 |total Time:1.656190 |compute Time:0.000011 |commuTime:1.506300|IO Time:0.000000
rank:272 |send count:9 | recv count: 9 |total Time:1.653372 |compute Time:0.000010 |commuTime:1.482197|IO Time:0.000000
rank:254 |send count:9 | recv count: 8 |total Time:1.655124 |compute Time:0.000017 |commuTime:1.489672|IO Time:0.000000
rank:286 |send count:5 | recv count: 5 |total Time:1.654585 |compute Time:0.000011 |commuTime:1.474672|IO Time:0.000000
rank:274 |send count:10 | recv count: 10 |total Time:1.653634 |compute Time:0.000010 |commuTime:1.482164|IO Time:0.000000
rank:301 |send count:8 | recv count: 8 |total Time:1.653429 |compute Time:0.000016 |commuTime:1.459313|IO Time:0.000000
rank:287 |send count:18 | recv count: 16 |total Time:1.654595 |compute Time:0.000012 |commuTime:1.467095|IO Time:0.000000
rank:220 |send count:4 | recv count: 4 |total Time:1.656157 |compute Time:0.000010 |commuTime:1.513773|IO Time:0.000000
rank:302 |send count:4 | recv count: 4 |total Time:1.652841 |compute Time:0.000015 |commuTime:1.459319|IO Time:0.000000
rank:140 |send count:9 | recv count: 9 |total Time:1.655958 |compute Time:0.000012 |commuTime:1.568457|IO Time:0.000000
rank:268 |send count:15 | recv count: 16 |total Time:1.654072 |compute Time:0.000010 |commuTime:1.482365|IO Time:0.000000
rank:303 |send count:11 | recv count: 12 |total Time:1.652849 |compute Time:0.000017 |commuTime:1.459300|IO Time:0.000000
rank:325 |send count:15 | recv count: 12 |total Time:1.655322 |compute Time:0.000016 |commuTime:1.446141|IO Time:0.000000
rank:312 |send count:15 | recv count: 12 |total Time:1.653152 |compute Time:0.000010 |commuTime:1.452577|IO Time:0.000000
rank:305 |send count:5 | recv count: 5 |total Time:1.653136 |compute Time:0.000013 |commuTime:1.459248|IO Time:0.000000
rank:326 |send count:7 | recv count: 7 |total Time:1.654146 |compute Time:0.000015 |commuTime:1.446143|IO Time:0.000000
rank:313 |send count:7 | recv count: 7 |total Time:1.653147 |compute Time:0.000010 |commuTime:1.452564|IO Time:0.000000
rank:306 |send count:11 | recv count: 13 |total Time:1.653394 |compute Time:0.000014 |commuTime:1.459254|IO Time:0.000000
rank:327 |send count:8 | recv count: 8 |total Time:1.654140 |compute Time:0.000021 |commuTime:1.446086|IO Time:0.000000
rank:315 |send count:9 | recv count: 9 |total Time:1.652541 |compute Time:0.000013 |commuTime:1.452550|IO Time:0.000000
rank:307 |send count:8 | recv count: 9 |total Time:1.653401 |compute Time:0.000016 |commuTime:1.459220|IO Time:0.000000
rank:328 |send count:27 | recv count: 27 |total Time:1.654150 |compute Time:0.000016 |commuTime:1.446119|IO Time:0.000000
rank:318 |send count:5 | recv count: 5 |total Time:1.653704 |compute Time:0.000010 |commuTime:1.452509|IO Time:0.000000
rank:308 |send count:27 | recv count: 24 |total Time:1.653959 |compute Time:0.000019 |commuTime:1.459186|IO Time:0.000000
rank:329 |send count:33 | recv count: 29 |total Time:1.654149 |compute Time:0.000016 |commuTime:1.446081|IO Time:0.000000
rank:319 |send count:6 | recv count: 6 |total Time:1.653709 |compute Time:0.000010 |commuTime:1.452504|IO Time:0.000000
rank:309 |send count:5 | recv count: 5 |total Time:1.654015 |compute Time:0.000012 |commuTime:1.459175|IO Time:0.000000
rank:331 |send count:4 | recv count: 4 |total Time:1.655369 |compute Time:0.000014 |commuTime:1.446062|IO Time:0.000000
rank:172 |send count:5 | recv count: 5 |total Time:1.655957 |compute Time:0.000009 |commuTime:1.544931|IO Time:0.000000
rank:311 |send count:5 | recv count: 5 |total Time:1.653426 |compute Time:0.000010 |commuTime:1.452723|IO Time:0.000000
rank:333 |send count:9 | recv count: 9 |total Time:1.653888 |compute Time:0.000013 |commuTime:1.446041|IO Time:0.000000
rank:314 |send count:5 | recv count: 5 |total Time:1.652560 |compute Time:0.000009 |commuTime:1.452588|IO Time:0.000000
rank:60 |send count:5 | recv count: 5 |total Time:1.653138 |compute Time:0.000015 |commuTime:1.614271|IO Time:0.000000
rank:334 |send count:9 | recv count: 7 |total Time:1.655971 |compute Time:0.000013 |commuTime:1.446017|IO Time:0.000000
rank:320 |send count:9 | recv count: 9 |total Time:1.654407 |compute Time:0.000007 |commuTime:1.452515|IO Time:0.000000
rank:160 |send count:5 | recv count: 5 |total Time:1.655355 |compute Time:0.000013 |commuTime:1.552401|IO Time:0.000000
rank:335 |send count:6 | recv count: 6 |total Time:1.655985 |compute Time:0.000009 |commuTime:1.438864|IO Time:0.000000
rank:321 |send count:9 | recv count: 9 |total Time:1.654416 |compute Time:0.000009 |commuTime:1.452492|IO Time:0.000000
rank:349 |send count:38 | recv count: 35 |total Time:1.654510 |compute Time:0.000022 |commuTime:1.430312|IO Time:0.000000
rank:234 |send count:8 | recv count: 9 |total Time:1.656460 |compute Time:0.000017 |commuTime:1.506608|IO Time:0.000000
rank:322 |send count:5 | recv count: 5 |total Time:1.655001 |compute Time:0.000010 |commuTime:1.452497|IO Time:0.000000
rank:350 |send count:4 | recv count: 4 |total Time:1.654148 |compute Time:0.000021 |commuTime:1.430299|IO Time:0.000000
rank:373 |send count:21 | recv count: 21 |total Time:1.654602 |compute Time:0.000012 |commuTime:1.415997|IO Time:0.000000
rank:323 |send count:4 | recv count: 4 |total Time:1.655056 |compute Time:0.000008 |commuTime:1.446401|IO Time:0.000000
rank:351 |send count:9 | recv count: 8 |total Time:1.654156 |compute Time:0.000018 |commuTime:1.430292|IO Time:0.000000
rank:374 |send count:9 | recv count: 9 |total Time:1.654013 |compute Time:0.000012 |commuTime:1.415993|IO Time:0.000000
rank:316 |send count:4 | recv count: 4 |total Time:1.653320 |compute Time:0.000010 |commuTime:1.452704|IO Time:0.000000
rank:353 |send count:17 | recv count: 17 |total Time:1.654565 |compute Time:0.000016 |commuTime:1.430293|IO Time:0.000000
rank:360 |send count:7 | recv count: 7 |total Time:1.654525 |compute Time:0.000013 |commuTime:1.422744|IO Time:0.000000
rank:355 |send count:9 | recv count: 12 |total Time:1.655729 |compute Time:0.000017 |commuTime:1.430251|IO Time:0.000000
rank:363 |send count:5 | recv count: 5 |total Time:1.654531 |compute Time:0.000007 |commuTime:1.422704|IO Time:0.000000
rank:356 |send count:7 | recv count: 7 |total Time:1.653882 |compute Time:0.000011 |commuTime:1.430280|IO Time:0.000000
rank:317 |send count:52 | recv count: 50 |total Time:1.653437 |compute Time:0.000016 |commuTime:1.452803|IO Time:0.000000
rank:357 |send count:4 | recv count: 4 |total Time:1.653901 |compute Time:0.000015 |commuTime:1.430250|IO Time:0.000000
rank:372 |send count:4 | recv count: 4 |total Time:1.653671 |compute Time:0.000010 |commuTime:1.416078|IO Time:0.000000
rank:361 |send count:5 | recv count: 5 |total Time:1.654568 |compute Time:0.000011 |commuTime:1.422752|IO Time:0.000000
rank:359 |send count:9 | recv count: 10 |total Time:1.655740 |compute Time:0.000010 |commuTime:1.422851|IO Time:0.000000
rank:375 |send count:6 | recv count: 6 |total Time:1.654065 |compute Time:0.000012 |commuTime:1.416026|IO Time:0.000000
rank:362 |send count:5 | recv count: 5 |total Time:1.654545 |compute Time:0.000010 |commuTime:1.422749|IO Time:0.000000
rank:354 |send count:15 | recv count: 15 |total Time:1.655235 |compute Time:0.000018 |commuTime:1.430385|IO Time:0.000000
rank:376 |send count:7 | recv count: 7 |total Time:1.653740 |compute Time:0.000011 |commuTime:1.416012|IO Time:0.000000
rank:365 |send count:12 | recv count: 10 |total Time:1.655206 |compute Time:0.000010 |commuTime:1.422719|IO Time:0.000000
rank:397 |send count:5 | recv count: 5 |total Time:1.655607 |compute Time:0.000016 |commuTime:1.399964|IO Time:0.000000
rank:377 |send count:9 | recv count: 9 |total Time:1.653741 |compute Time:0.000013 |commuTime:1.415979|IO Time:0.000000
rank:366 |send count:9 | recv count: 9 |total Time:1.653376 |compute Time:0.000015 |commuTime:1.422645|IO Time:0.000000
rank:398 |send count:5 | recv count: 5 |total Time:1.656229 |compute Time:0.000014 |commuTime:1.399982|IO Time:0.000000
rank:379 |send count:5 | recv count: 5 |total Time:1.653177 |compute Time:0.000011 |commuTime:1.415932|IO Time:0.000000
rank:367 |send count:11 | recv count: 11 |total Time:1.653425 |compute Time:0.000014 |commuTime:1.422681|IO Time:0.000000
rank:399 |send count:11 | recv count: 11 |total Time:1.656211 |compute Time:0.000014 |commuTime:1.399939|IO Time:0.000000
rank:381 |send count:5 | recv count: 5 |total Time:1.654375 |compute Time:0.000012 |commuTime:1.415867|IO Time:0.000000
rank:368 |send count:6 | recv count: 6 |total Time:1.654002 |compute Time:0.000011 |commuTime:1.422659|IO Time:0.000000
rank:401 |send count:7 | recv count: 7 |total Time:1.653839 |compute Time:0.000012 |commuTime:1.399946|IO Time:0.000000
rank:382 |send count:19 | recv count: 18 |total Time:1.654677 |compute Time:0.000016 |commuTime:1.415890|IO Time:0.000000
rank:369 |send count:38 | recv count: 34 |total Time:1.654033 |compute Time:0.000016 |commuTime:1.422644|IO Time:0.000000
rank:403 |send count:6 | recv count: 7 |total Time:1.654707 |compute Time:0.000013 |commuTime:1.399898|IO Time:0.000000
rank:383 |send count:7 | recv count: 7 |total Time:1.654662 |compute Time:0.000011 |commuTime:1.408402|IO Time:0.000000
rank:370 |send count:9 | recv count: 9 |total Time:1.654265 |compute Time:0.000009 |commuTime:1.422618|IO Time:0.000000
rank:402 |send count:11 | recv count: 8 |total Time:1.654727 |compute Time:0.000015 |commuTime:1.399958|IO Time:0.000000
rank:132 |send count:9 | recv count: 9 |total Time:1.656580 |compute Time:0.000012 |commuTime:1.568859|IO Time:0.000000
rank:371 |send count:5 | recv count: 5 |total Time:1.654369 |compute Time:0.000008 |commuTime:1.416076|IO Time:0.000000
rank:404 |send count:4 | recv count: 4 |total Time:1.655935 |compute Time:0.000015 |commuTime:1.399926|IO Time:0.000000
rank:324 |send count:7 | recv count: 8 |total Time:1.655731 |compute Time:0.000011 |commuTime:1.446592|IO Time:0.000000
rank:125 |send count:9 | recv count: 10 |total Time:1.655911 |compute Time:0.000010 |commuTime:1.576191|IO Time:0.000000
rank:405 |send count:5 | recv count: 5 |total Time:1.655997 |compute Time:0.000015 |commuTime:1.399923|IO Time:0.000000
rank:330 |send count:7 | recv count: 7 |total Time:1.655705 |compute Time:0.000018 |commuTime:1.446421|IO Time:0.000000
rank:269 |send count:4 | recv count: 4 |total Time:1.654459 |compute Time:0.000008 |commuTime:1.482737|IO Time:0.000000
rank:407 |send count:21 | recv count: 21 |total Time:1.654469 |compute Time:0.000020 |commuTime:1.393141|IO Time:0.000000
rank:378 |send count:9 | recv count: 9 |total Time:1.653190 |compute Time:0.000014 |commuTime:1.416017|IO Time:0.000000
rank:408 |send count:7 | recv count: 7 |total Time:1.655980 |compute Time:0.000010 |commuTime:1.393037|IO Time:0.000000
rank:300 |send count:5 | recv count: 5 |total Time:1.653983 |compute Time:0.000015 |commuTime:1.459922|IO Time:0.000000
rank:422 |send count:4 | recv count: 4 |total Time:1.655768 |compute Time:0.000015 |commuTime:1.385766|IO Time:0.000000
rank:409 |send count:13 | recv count: 13 |total Time:1.656007 |compute Time:0.000015 |commuTime:1.393030|IO Time:0.000000
rank:445 |send count:8 | recv count: 8 |total Time:1.654593 |compute Time:0.000013 |commuTime:1.369845|IO Time:0.000000
rank:423 |send count:5 | recv count: 5 |total Time:1.655743 |compute Time:0.000012 |commuTime:1.385715|IO Time:0.000000
rank:410 |send count:11 | recv count: 14 |total Time:1.655358 |compute Time:0.000019 |commuTime:1.392999|IO Time:0.000000
rank:446 |send count:7 | recv count: 7 |total Time:1.654889 |compute Time:0.000012 |commuTime:1.369861|IO Time:0.000000
rank:425 |send count:8 | recv count: 8 |total Time:1.654865 |compute Time:0.000015 |commuTime:1.385718|IO Time:0.000000
rank:411 |send count:9 | recv count: 9 |total Time:1.655386 |compute Time:0.000014 |commuTime:1.393003|IO Time:0.000000
rank:447 |send count:11 | recv count: 10 |total Time:1.655215 |compute Time:0.000012 |commuTime:1.369884|IO Time:0.000000
rank:282 |send count:5 | recv count: 5 |total Time:1.654541 |compute Time:0.000018 |commuTime:1.475289|IO Time:0.000000
rank:414 |send count:15 | recv count: 15 |total Time:1.654746 |compute Time:0.000010 |commuTime:1.392984|IO Time:0.000000
rank:449 |send count:5 | recv count: 5 |total Time:1.656772 |compute Time:0.000012 |commuTime:1.369815|IO Time:0.000000
rank:284 |send count:6 | recv count: 8 |total Time:1.653980 |compute Time:0.000018 |commuTime:1.475260|IO Time:0.000000
rank:415 |send count:5 | recv count: 5 |total Time:1.654760 |compute Time:0.000010 |commuTime:1.392987|IO Time:0.000000
rank:450 |send count:18 | recv count: 20 |total Time:1.653700 |compute Time:0.000020 |commuTime:1.369775|IO Time:0.000000
rank:424 |send count:7 | recv count: 9 |total Time:1.654855 |compute Time:0.000014 |commuTime:1.385741|IO Time:0.000000
rank:77 |send count:5 | recv count: 5 |total Time:1.655787 |compute Time:0.000010 |commuTime:1.607320|IO Time:0.000000
rank:208 |send count:5 | recv count: 5 |total Time:1.656497 |compute Time:0.000010 |commuTime:1.521775|IO Time:0.000000
rank:426 |send count:13 | recv count: 13 |total Time:1.654939 |compute Time:0.000012 |commuTime:1.385786|IO Time:0.000000
rank:413 |send count:9 | recv count: 11 |total Time:1.654211 |compute Time:0.000007 |commuTime:1.393021|IO Time:0.000000
rank:451 |send count:5 | recv count: 5 |total Time:1.653754 |compute Time:0.000013 |commuTime:1.369815|IO Time:0.000000
rank:427 |send count:4 | recv count: 4 |total Time:1.654882 |compute Time:0.000012 |commuTime:1.385706|IO Time:0.000000
rank:416 |send count:5 | recv count: 6 |total Time:1.655430 |compute Time:0.000008 |commuTime:1.392968|IO Time:0.000000
rank:452 |send count:5 | recv count: 5 |total Time:1.654929 |compute Time:0.000014 |commuTime:1.369809|IO Time:0.000000
rank:428 |send count:13 | recv count: 13 |total Time:1.654938 |compute Time:0.000016 |commuTime:1.385747|IO Time:0.000000
rank:417 |send count:9 | recv count: 9 |total Time:1.655469 |compute Time:0.000011 |commuTime:1.392983|IO Time:0.000000
rank:453 |send count:5 | recv count: 5 |total Time:1.654971 |compute Time:0.000016 |commuTime:1.369775|IO Time:0.000000
rank:429 |send count:9 | recv count: 10 |total Time:1.654910 |compute Time:0.000020 |commuTime:1.385671|IO Time:0.000000
rank:418 |send count:9 | recv count: 9 |total Time:1.655104 |compute Time:0.000010 |commuTime:1.392963|IO Time:0.000000
rank:455 |send count:5 | recv count: 5 |total Time:1.655044 |compute Time:0.000011 |commuTime:1.362414|IO Time:0.000000
rank:430 |send count:7 | recv count: 7 |total Time:1.653716 |compute Time:0.000029 |commuTime:1.385660|IO Time:0.000000
rank:419 |send count:6 | recv count: 6 |total Time:1.655153 |compute Time:0.000008 |commuTime:1.385938|IO Time:0.000000
rank:431 |send count:11 | recv count: 11 |total Time:1.653711 |compute Time:0.000013 |commuTime:1.377604|IO Time:0.000000
rank:173 |send count:19 | recv count: 18 |total Time:1.656459 |compute Time:0.000015 |commuTime:1.545393|IO Time:0.000000
rank:188 |send count:12 | recv count: 10 |total Time:1.655379 |compute Time:0.000014 |commuTime:1.538020|IO Time:0.000000
rank:221 |send count:17 | recv count: 16 |total Time:1.656829 |compute Time:0.000011 |commuTime:1.514426|IO Time:0.000000
rank:380 |send count:7 | recv count: 8 |total Time:1.654707 |compute Time:0.000015 |commuTime:1.416246|IO Time:0.000000
rank:457 |send count:5 | recv count: 5 |total Time:1.655262 |compute Time:0.000012 |commuTime:1.362207|IO Time:0.000000
rank:118 |send count:4 | recv count: 4 |total Time:1.655946 |compute Time:0.000012 |commuTime:1.584111|IO Time:0.000000
rank:470 |send count:7 | recv count: 7 |total Time:1.656593 |compute Time:0.000014 |commuTime:1.352445|IO Time:0.000000
rank:458 |send count:7 | recv count: 7 |total Time:1.656197 |compute Time:0.000010 |commuTime:1.362239|IO Time:0.000000
rank:166 |send count:6 | recv count: 6 |total Time:1.656807 |compute Time:0.000012 |commuTime:1.553183|IO Time:0.000000
rank:471 |send count:4 | recv count: 4 |total Time:1.656615 |compute Time:0.000012 |commuTime:1.352460|IO Time:0.000000
rank:456 |send count:7 | recv count: 7 |total Time:1.655289 |compute Time:0.000007 |commuTime:1.362261|IO Time:0.000000
rank:494 |send count:4 | recv count: 4 |total Time:1.655815 |compute Time:0.000012 |commuTime:1.325599|IO Time:0.000000
rank:472 |send count:18 | recv count: 18 |total Time:1.655720 |compute Time:0.000012 |commuTime:1.352485|IO Time:0.000000
rank:459 |send count:12 | recv count: 12 |total Time:1.656244 |compute Time:0.000012 |commuTime:1.362254|IO Time:0.000000
rank:495 |send count:23 | recv count: 14 |total Time:1.655159 |compute Time:0.000017 |commuTime:1.325544|IO Time:0.000000
rank:473 |send count:9 | recv count: 9 |total Time:1.655717 |compute Time:0.000012 |commuTime:1.352437|IO Time:0.000000
rank:461 |send count:5 | recv count: 6 |total Time:1.655356 |compute Time:0.000009 |commuTime:1.362242|IO Time:0.000000
rank:497 |send count:13 | recv count: 12 |total Time:1.653677 |compute Time:0.000015 |commuTime:1.325337|IO Time:0.000000
rank:474 |send count:5 | recv count: 5 |total Time:1.656619 |compute Time:0.000014 |commuTime:1.352415|IO Time:0.000000
rank:462 |send count:6 | recv count: 6 |total Time:1.656527 |compute Time:0.000011 |commuTime:1.362194|IO Time:0.000000
rank:262 |send count:9 | recv count: 9 |total Time:1.654777 |compute Time:0.000011 |commuTime:1.490766|IO Time:0.000000
