rank:2 |send count:5 | recv count: 5 |total Time:1.340562 |compute Time:0.000013 |commuTime:1.338351|IO Time:0.000000
rank:217 |send count:11 | recv count: 11 |total Time:1.926306 |compute Time:0.000011 |commuTime:1.408772|IO Time:0.000000
rank:218 |send count:7 | recv count: 7 |total Time:1.924844 |compute Time:0.000012 |commuTime:1.408843|IO Time:0.000000
rank:219 |send count:7 | recv count: 7 |total Time:1.924808 |compute Time:0.000010 |commuTime:1.399455|IO Time:0.000000
rank:216 |send count:5 | recv count: 5 |total Time:1.926572 |compute Time:0.000011 |commuTime:1.409186|IO Time:0.000000
rank:226 |send count:11 | recv count: 8 |total Time:1.952801 |compute Time:0.000011 |commuTime:1.414059|IO Time:0.000000
rank:228 |send count:6 | recv count: 9 |total Time:1.953113 |compute Time:0.000011 |commuTime:1.408508|IO Time:0.000000
rank:229 |send count:15 | recv count: 15 |total Time:1.953374 |compute Time:0.000020 |commuTime:1.408438|IO Time:0.000000
rank:230 |send count:5 | recv count: 5 |total Time:1.955878 |compute Time:0.000018 |commuTime:1.408454|IO Time:0.000000
rank:231 |send count:5 | recv count: 5 |total Time:1.955859 |compute Time:0.000008 |commuTime:1.398561|IO Time:0.000000
rank:240 |send count:7 | recv count: 7 |total Time:1.987018 |compute Time:0.000015 |commuTime:1.410446|IO Time:0.000000
rank:241 |send count:11 | recv count: 12 |total Time:1.987104 |compute Time:0.000014 |commuTime:1.410448|IO Time:0.000000
rank:242 |send count:4 | recv count: 4 |total Time:1.986786 |compute Time:0.000011 |commuTime:1.410468|IO Time:0.000000
rank:243 |send count:5 | recv count: 5 |total Time:1.986808 |compute Time:0.000008 |commuTime:1.401650|IO Time:0.000000
rank:253 |send count:18 | recv count: 17 |total Time:2.019582 |compute Time:0.000016 |commuTime:1.414600|IO Time:0.000000
rank:254 |send count:9 | recv count: 8 |total Time:2.018324 |compute Time:0.000015 |commuTime:1.414595|IO Time:0.000000
rank:255 |send count:4 | recv count: 4 |total Time:2.018494 |compute Time:0.000009 |commuTime:1.405362|IO Time:0.000000
rank:252 |send count:5 | recv count: 5 |total Time:2.019796 |compute Time:0.000014 |commuTime:1.414976|IO Time:0.000000
rank:264 |send count:9 | recv count: 10 |total Time:2.051056 |compute Time:0.000012 |commuTime:1.418764|IO Time:0.000000
rank:265 |send count:6 | recv count: 6 |total Time:2.051274 |compute Time:0.000013 |commuTime:1.418689|IO Time:0.000000
rank:266 |send count:4 | recv count: 4 |total Time:2.051593 |compute Time:0.000013 |commuTime:1.418669|IO Time:0.000000
rank:267 |send count:5 | recv count: 6 |total Time:2.051736 |compute Time:0.000009 |commuTime:1.409602|IO Time:0.000000
rank:276 |send count:9 | recv count: 9 |total Time:2.085573 |compute Time:0.000014 |commuTime:1.423753|IO Time:0.000000
rank:277 |send count:9 | recv count: 9 |total Time:2.085800 |compute Time:0.000011 |commuTime:1.423640|IO Time:0.000000
rank:278 |send count:11 | recv count: 11 |total Time:2.085246 |compute Time:0.000016 |commuTime:1.423662|IO Time:0.000000
rank:279 |send count:7 | recv count: 7 |total Time:2.085173 |compute Time:0.000009 |commuTime:1.414422|IO Time:0.000000
rank:289 |send count:7 | recv count: 8 |total Time:2.117996 |compute Time:0.000012 |commuTime:1.427901|IO Time:0.000000
rank:290 |send count:21 | recv count: 21 |total Time:2.117661 |compute Time:0.000018 |commuTime:1.427898|IO Time:0.000000
rank:291 |send count:27 | recv count: 31 |total Time:2.117768 |compute Time:0.000013 |commuTime:1.418539|IO Time:0.000000
rank:288 |send count:7 | recv count: 7 |total Time:2.118324 |compute Time:0.000013 |commuTime:1.428284|IO Time:0.000000
rank:300 |send count:7 | recv count: 7 |total Time:2.148577 |compute Time:0.000012 |commuTime:1.431777|IO Time:0.000000
rank:301 |send count:7 | recv count: 7 |total Time:2.148865 |compute Time:0.000010 |commuTime:1.431739|IO Time:0.000000
rank:302 |send count:4 | recv count: 4 |total Time:2.149456 |compute Time:0.000013 |commuTime:1.431675|IO Time:0.000000
rank:303 |send count:19 | recv count: 16 |total Time:2.149480 |compute Time:0.000009 |commuTime:1.422746|IO Time:0.000000
rank:312 |send count:9 | recv count: 9 |total Time:2.179609 |compute Time:0.000018 |commuTime:1.435014|IO Time:0.000000
rank:313 |send count:7 | recv count: 7 |total Time:2.179580 |compute Time:0.000008 |commuTime:1.434906|IO Time:0.000000
rank:314 |send count:5 | recv count: 5 |total Time:2.179933 |compute Time:0.000014 |commuTime:1.434961|IO Time:0.000000
rank:315 |send count:7 | recv count: 7 |total Time:2.179967 |compute Time:0.000008 |commuTime:1.425999|IO Time:0.000000
rank:325 |send count:19 | recv count: 13 |total Time:2.213802 |compute Time:0.000016 |commuTime:1.439512|IO Time:0.000000
rank:326 |send count:7 | recv count: 9 |total Time:2.215456 |compute Time:0.000016 |commuTime:1.439375|IO Time:0.000000
rank:327 |send count:7 | recv count: 7 |total Time:2.215565 |compute Time:0.000009 |commuTime:1.430151|IO Time:0.000000
rank:324 |send count:7 | recv count: 8 |total Time:2.213993 |compute Time:0.000016 |commuTime:1.439856|IO Time:0.000000
rank:338 |send count:5 | recv count: 5 |total Time:2.245462 |compute Time:0.000048 |commuTime:1.443014|IO Time:0.000000
rank:336 |send count:11 | recv count: 12 |total Time:2.247116 |compute Time:0.000012 |commuTime:1.443235|IO Time:0.000000
rank:337 |send count:11 | recv count: 11 |total Time:2.247266 |compute Time:0.000016 |commuTime:1.443078|IO Time:0.000000
rank:339 |send count:21 | recv count: 21 |total Time:2.245566 |compute Time:0.000014 |commuTime:1.433257|IO Time:0.000000
rank:348 |send count:4 | recv count: 4 |total Time:2.279533 |compute Time:0.000017 |commuTime:1.445403|IO Time:0.000000
rank:349 |send count:23 | recv count: 22 |total Time:2.279597 |compute Time:0.000019 |commuTime:1.445410|IO Time:0.000000
rank:350 |send count:7 | recv count: 7 |total Time:2.278945 |compute Time:0.000013 |commuTime:1.445378|IO Time:0.000000
rank:351 |send count:7 | recv count: 9 |total Time:2.278990 |compute Time:0.000007 |commuTime:1.436118|IO Time:0.000000
rank:361 |send count:5 | recv count: 5 |total Time:2.312308 |compute Time:0.000009 |commuTime:1.449858|IO Time:0.000000
rank:362 |send count:5 | recv count: 5 |total Time:2.309829 |compute Time:0.000014 |commuTime:1.449825|IO Time:0.000000
rank:363 |send count:5 | recv count: 5 |total Time:2.309896 |compute Time:0.000007 |commuTime:1.440644|IO Time:0.000000
rank:360 |send count:13 | recv count: 12 |total Time:2.312621 |compute Time:0.000013 |commuTime:1.450235|IO Time:0.000000
rank:374 |send count:8 | recv count: 8 |total Time:2.345137 |compute Time:0.000015 |commuTime:1.453180|IO Time:0.000000
rank:372 |send count:4 | recv count: 4 |total Time:2.343968 |compute Time:0.000013 |commuTime:1.453299|IO Time:0.000000
rank:373 |send count:15 | recv count: 15 |total Time:2.344257 |compute Time:0.000014 |commuTime:1.453287|IO Time:0.000000
rank:375 |send count:6 | recv count: 6 |total Time:2.345249 |compute Time:0.000008 |commuTime:1.444139|IO Time:0.000000
rank:384 |send count:19 | recv count: 19 |total Time:2.377942 |compute Time:0.000019 |commuTime:1.458468|IO Time:0.000000
rank:385 |send count:5 | recv count: 5 |total Time:2.378272 |compute Time:0.000014 |commuTime:1.458478|IO Time:0.000000
rank:386 |send count:11 | recv count: 11 |total Time:2.376430 |compute Time:0.000013 |commuTime:1.458462|IO Time:0.000000
rank:387 |send count:6 | recv count: 7 |total Time:2.376473 |compute Time:0.000007 |commuTime:1.449378|IO Time:0.000000
rank:396 |send count:7 | recv count: 7 |total Time:2.409190 |compute Time:0.000015 |commuTime:1.454658|IO Time:0.000000
rank:397 |send count:5 | recv count: 5 |total Time:2.409148 |compute Time:0.000012 |commuTime:1.454594|IO Time:0.000000
rank:398 |send count:5 | recv count: 5 |total Time:2.408529 |compute Time:0.000014 |commuTime:1.454590|IO Time:0.000000
rank:399 |send count:11 | recv count: 11 |total Time:2.408598 |compute Time:0.000012 |commuTime:1.436683|IO Time:0.000000
rank:408 |send count:5 | recv count: 5 |total Time:2.441321 |compute Time:0.000014 |commuTime:1.447898|IO Time:0.000000
rank:409 |send count:9 | recv count: 8 |total Time:2.441559 |compute Time:0.000010 |commuTime:1.447895|IO Time:0.000000
rank:410 |send count:23 | recv count: 21 |total Time:2.437716 |compute Time:0.000019 |commuTime:1.447840|IO Time:0.000000
rank:411 |send count:9 | recv count: 9 |total Time:2.437734 |compute Time:0.000009 |commuTime:1.437840|IO Time:0.000000
rank:420 |send count:23 | recv count: 20 |total Time:2.469719 |compute Time:0.000013 |commuTime:1.450275|IO Time:0.000000
rank:421 |send count:27 | recv count: 27 |total Time:2.469878 |compute Time:0.000012 |commuTime:1.450356|IO Time:0.000000
rank:422 |send count:4 | recv count: 4 |total Time:2.471373 |compute Time:0.000012 |commuTime:1.450291|IO Time:0.000000
rank:423 |send count:5 | recv count: 5 |total Time:2.471410 |compute Time:0.000009 |commuTime:1.441709|IO Time:0.000000
rank:432 |send count:5 | recv count: 5 |total Time:2.500966 |compute Time:0.000013 |commuTime:1.454598|IO Time:0.000000
rank:433 |send count:7 | recv count: 6 |total Time:2.501160 |compute Time:0.000010 |commuTime:1.454670|IO Time:0.000000
rank:434 |send count:6 | recv count: 6 |total Time:2.501640 |compute Time:0.000011 |commuTime:1.454564|IO Time:0.000000
rank:435 |send count:9 | recv count: 14 |total Time:2.501766 |compute Time:0.000013 |commuTime:1.445964|IO Time:0.000000
rank:444 |send count:9 | recv count: 9 |total Time:2.533022 |compute Time:0.000015 |commuTime:1.457888|IO Time:0.000000
rank:445 |send count:9 | recv count: 9 |total Time:2.533238 |compute Time:0.000010 |commuTime:1.457822|IO Time:0.000000
rank:446 |send count:7 | recv count: 7 |total Time:2.532979 |compute Time:0.000014 |commuTime:1.457805|IO Time:0.000000
rank:447 |send count:13 | recv count: 12 |total Time:2.533133 |compute Time:0.000015 |commuTime:1.448480|IO Time:0.000000
rank:456 |send count:7 | recv count: 7 |total Time:2.565763 |compute Time:0.000017 |commuTime:1.456375|IO Time:0.000000
rank:457 |send count:5 | recv count: 5 |total Time:2.566095 |compute Time:0.000009 |commuTime:1.456380|IO Time:0.000000
rank:458 |send count:7 | recv count: 7 |total Time:2.565494 |compute Time:0.000012 |commuTime:1.456383|IO Time:0.000000
rank:459 |send count:15 | recv count: 10 |total Time:2.565579 |compute Time:0.000009 |commuTime:1.447812|IO Time:0.000000
rank:471 |send count:5 | recv count: 5 |total Time:2.596900 |compute Time:0.000007 |commuTime:1.448111|IO Time:0.000000
rank:468 |send count:5 | recv count: 5 |total Time:2.597021 |compute Time:0.000010 |commuTime:1.457265|IO Time:0.000000
rank:469 |send count:4 | recv count: 4 |total Time:2.596984 |compute Time:0.000013 |commuTime:1.457206|IO Time:0.000000
rank:470 |send count:8 | recv count: 8 |total Time:2.596904 |compute Time:0.000013 |commuTime:1.457129|IO Time:0.000000
rank:482 |send count:9 | recv count: 9 |total Time:2.627425 |compute Time:0.000015 |commuTime:1.458522|IO Time:0.000000
rank:481 |send count:4 | recv count: 4 |total Time:2.623562 |compute Time:0.000009 |commuTime:1.458596|IO Time:0.000000
rank:483 |send count:11 | recv count: 15 |total Time:2.627539 |compute Time:0.000010 |commuTime:1.444303|IO Time:0.000000
rank:480 |send count:5 | recv count: 5 |total Time:2.627852 |compute Time:0.000011 |commuTime:1.458991|IO Time:0.000000
rank:492 |send count:5 | recv count: 5 |total Time:2.658001 |compute Time:0.000016 |commuTime:1.456626|IO Time:0.000000
rank:493 |send count:27 | recv count: 26 |total Time:2.657179 |compute Time:0.000011 |commuTime:1.456726|IO Time:0.000000
rank:494 |send count:4 | recv count: 4 |total Time:2.658024 |compute Time:0.000010 |commuTime:1.456632|IO Time:0.000000
rank:495 |send count:7 | recv count: 8 |total Time:2.658040 |compute Time:0.000010 |commuTime:1.447384|IO Time:0.000000
rank:4 |send count:7 | recv count: 7 |total Time:2.666432 |compute Time:0.000010 |commuTime:2.654607|IO Time:0.000000
rank:6 |send count:5 | recv count: 5 |total Time:2.666090 |compute Time:0.000011 |commuTime:2.654546|IO Time:0.000000
rank:18 |send count:19 | recv count: 18 |total Time:2.667371 |compute Time:0.000014 |commuTime:2.626645|IO Time:0.000000
rank:9 |send count:5 | recv count: 5 |total Time:2.666271 |compute Time:0.000014 |commuTime:2.645818|IO Time:0.000000
rank:40 |send count:13 | recv count: 13 |total Time:2.665894 |compute Time:0.000014 |commuTime:2.571649|IO Time:0.000000
rank:11 |send count:11 | recv count: 13 |total Time:2.667145 |compute Time:0.000016 |commuTime:2.636617|IO Time:0.000000
rank:43 |send count:4 | recv count: 4 |total Time:2.665925 |compute Time:0.000008 |commuTime:2.562610|IO Time:0.000000
rank:20 |send count:23 | recv count: 23 |total Time:2.666262 |compute Time:0.000017 |commuTime:2.617165|IO Time:0.000000
rank:53 |send count:5 | recv count: 5 |total Time:2.665713 |compute Time:0.000009 |commuTime:2.543395|IO Time:0.000000
rank:21 |send count:8 | recv count: 8 |total Time:2.666274 |compute Time:0.000018 |commuTime:2.617114|IO Time:0.000000
rank:55 |send count:8 | recv count: 8 |total Time:2.668100 |compute Time:0.000016 |commuTime:2.533673|IO Time:0.000000
rank:23 |send count:11 | recv count: 11 |total Time:2.666548 |compute Time:0.000007 |commuTime:2.607845|IO Time:0.000000
rank:499 |send count:11 | recv count: 11 |total Time:2.668404 |compute Time:0.000010 |commuTime:1.458740|IO Time:0.000000
rank:32 |send count:5 | recv count: 5 |total Time:2.667702 |compute Time:0.000015 |commuTime:2.589861|IO Time:0.000000
rank:5 |send count:18 | recv count: 13 |total Time:2.666690 |compute Time:0.000013 |commuTime:2.654746|IO Time:0.000000
rank:33 |send count:6 | recv count: 6 |total Time:2.667779 |compute Time:0.000016 |commuTime:2.589855|IO Time:0.000000
rank:7 |send count:7 | recv count: 11 |total Time:2.666314 |compute Time:0.000013 |commuTime:2.646154|IO Time:0.000000
rank:34 |send count:5 | recv count: 5 |total Time:2.666861 |compute Time:0.000012 |commuTime:2.589897|IO Time:0.000000
rank:16 |send count:15 | recv count: 15 |total Time:2.666646 |compute Time:0.000009 |commuTime:2.626820|IO Time:0.000000
rank:35 |send count:4 | recv count: 4 |total Time:2.666847 |compute Time:0.000010 |commuTime:2.581301|IO Time:0.000000
rank:17 |send count:11 | recv count: 11 |total Time:2.666772 |compute Time:0.000012 |commuTime:2.626868|IO Time:0.000000
rank:44 |send count:5 | recv count: 5 |total Time:2.665556 |compute Time:0.000014 |commuTime:2.562378|IO Time:0.000000
rank:19 |send count:19 | recv count: 17 |total Time:2.667574 |compute Time:0.000011 |commuTime:2.617467|IO Time:0.000000
rank:45 |send count:7 | recv count: 7 |total Time:2.665720 |compute Time:0.000015 |commuTime:2.562437|IO Time:0.000000
rank:28 |send count:5 | recv count: 5 |total Time:2.667004 |compute Time:0.000008 |commuTime:2.598787|IO Time:0.000000
rank:56 |send count:5 | recv count: 5 |total Time:2.665707 |compute Time:0.000013 |commuTime:2.533392|IO Time:0.000000
rank:29 |send count:7 | recv count: 7 |total Time:2.667096 |compute Time:0.000008 |commuTime:2.598816|IO Time:0.000000
rank:58 |send count:7 | recv count: 6 |total Time:2.665576 |compute Time:0.000012 |commuTime:2.533283|IO Time:0.000000
rank:30 |send count:5 | recv count: 5 |total Time:2.665860 |compute Time:0.000008 |commuTime:2.598638|IO Time:0.000000
rank:59 |send count:7 | recv count: 7 |total Time:2.665746 |compute Time:0.000009 |commuTime:2.524005|IO Time:0.000000
rank:31 |send count:7 | recv count: 7 |total Time:2.666152 |compute Time:0.000011 |commuTime:2.590299|IO Time:0.000000
rank:70 |send count:9 | recv count: 8 |total Time:2.668770 |compute Time:0.000009 |commuTime:2.505478|IO Time:0.000000
rank:41 |send count:5 | recv count: 5 |total Time:2.666009 |compute Time:0.000013 |commuTime:2.571648|IO Time:0.000000
rank:93 |send count:4 | recv count: 4 |total Time:2.667003 |compute Time:0.000014 |commuTime:2.447907|IO Time:0.000000
rank:52 |send count:8 | recv count: 8 |total Time:2.665671 |compute Time:0.000011 |commuTime:2.543433|IO Time:0.000000
rank:141 |send count:4 | recv count: 4 |total Time:2.669112 |compute Time:0.000013 |commuTime:2.333246|IO Time:0.000000
rank:54 |send count:15 | recv count: 14 |total Time:2.668276 |compute Time:0.000015 |commuTime:2.543596|IO Time:0.000000
rank:8 |send count:15 | recv count: 16 |total Time:2.666314 |compute Time:0.000017 |commuTime:2.645975|IO Time:0.000000
rank:64 |send count:5 | recv count: 5 |total Time:2.665716 |compute Time:0.000011 |commuTime:2.514359|IO Time:0.000000
rank:65 |send count:7 | recv count: 7 |total Time:2.665741 |compute Time:0.000009 |commuTime:2.514302|IO Time:0.000000
rank:67 |send count:8 | recv count: 8 |total Time:2.667282 |compute Time:0.000012 |commuTime:2.505727|IO Time:0.000000
rank:76 |send count:5 | recv count: 5 |total Time:2.667488 |compute Time:0.000010 |commuTime:2.487148|IO Time:0.000000
rank:77 |send count:5 | recv count: 5 |total Time:2.667668 |compute Time:0.000011 |commuTime:2.487218|IO Time:0.000000
rank:47 |send count:27 | recv count: 26 |total Time:2.667790 |compute Time:0.000017 |commuTime:2.553820|IO Time:0.000000
rank:88 |send count:7 | recv count: 7 |total Time:2.668261 |compute Time:0.000008 |commuTime:2.458545|IO Time:0.000000
rank:69 |send count:5 | recv count: 5 |total Time:2.666727 |compute Time:0.000013 |commuTime:2.505557|IO Time:0.000000
rank:90 |send count:7 | recv count: 7 |total Time:2.665931 |compute Time:0.000012 |commuTime:2.458373|IO Time:0.000000
rank:71 |send count:19 | recv count: 21 |total Time:2.669071 |compute Time:0.000010 |commuTime:2.497122|IO Time:0.000000
rank:115 |send count:23 | recv count: 23 |total Time:2.667986 |compute Time:0.000018 |commuTime:2.391795|IO Time:0.000000
rank:80 |send count:35 | recv count: 33 |total Time:2.667917 |compute Time:0.000021 |commuTime:2.477819|IO Time:0.000000
rank:125 |send count:9 | recv count: 10 |total Time:2.668527 |compute Time:0.000013 |commuTime:2.371540|IO Time:0.000000
rank:81 |send count:4 | recv count: 4 |total Time:2.667998 |compute Time:0.000017 |commuTime:2.477800|IO Time:0.000000
rank:126 |send count:5 | recv count: 5 |total Time:2.667238 |compute Time:0.000012 |commuTime:2.371567|IO Time:0.000000
rank:83 |send count:23 | recv count: 25 |total Time:2.666674 |compute Time:0.000015 |commuTime:2.468678|IO Time:0.000000
rank:137 |send count:13 | recv count: 13 |total Time:2.667626 |compute Time:0.000012 |commuTime:2.342385|IO Time:0.000000
rank:95 |send count:18 | recv count: 18 |total Time:2.667045 |compute Time:0.000013 |commuTime:2.438160|IO Time:0.000000
rank:138 |send count:7 | recv count: 7 |total Time:2.666543 |compute Time:0.000010 |commuTime:2.342369|IO Time:0.000000
rank:105 |send count:9 | recv count: 9 |total Time:2.667219 |compute Time:0.000010 |commuTime:2.419636|IO Time:0.000000
rank:148 |send count:7 | recv count: 7 |total Time:2.667335 |compute Time:0.000010 |commuTime:2.314503|IO Time:0.000000
rank:106 |send count:13 | recv count: 13 |total Time:2.666347 |compute Time:0.000012 |commuTime:2.419637|IO Time:0.000000
