rank:7 |send count:37 | recv count: 36 |total Time:0.010263 |compute Time:0.000005 |commuTime:0.005707 |Sync Time:0.003184 |IO Time:0.000000
rank:8 |send count:19 | recv count: 18 |total Time:0.010482 |compute Time:0.000006 |commuTime:0.006962 |Sync Time:0.001936 |IO Time:0.000000
rank:14 |send count:37 | recv count: 36 |total Time:0.010396 |compute Time:0.000009 |commuTime:0.002351 |Sync Time:0.005567 |IO Time:0.000000
rank:15 |send count:28 | recv count: 27 |total Time:0.010408 |compute Time:0.000008 |commuTime:0.004720 |Sync Time:0.003203 |IO Time:0.000000
rank:23 |send count:10 | recv count: 0 |total Time:0.010259 |compute Time:0.000008 |commuTime:0.001084 |Sync Time:0.005777 |IO Time:0.000000
rank:25 |send count:37 | recv count: 36 |total Time:0.010153 |compute Time:0.000010 |commuTime:0.003410 |Sync Time:0.003118 |IO Time:0.000000
rank:29 |send count:28 | recv count: 27 |total Time:0.010299 |compute Time:0.000010 |commuTime:0.004685 |Sync Time:0.001827 |IO Time:0.000000
rank:30 |send count:19 | recv count: 18 |total Time:0.010381 |compute Time:0.000012 |commuTime:0.003546 |Sync Time:0.002946 |IO Time:0.000000
rank:36 |send count:10 | recv count: 9 |total Time:0.010567 |compute Time:0.000007 |commuTime:0.001972 |Sync Time:0.004461 |IO Time:0.000000
rank:40 |send count:19 | recv count: 18 |total Time:0.010531 |compute Time:0.000006 |commuTime:0.002026 |Sync Time:0.004059 |IO Time:0.000000
rank:45 |send count:10 | recv count: 9 |total Time:0.010277 |compute Time:0.000005 |commuTime:0.003176 |Sync Time:0.002798 |IO Time:0.000000
rank:46 |send count:10 | recv count: 9 |total Time:0.010252 |compute Time:0.000006 |commuTime:0.003951 |Sync Time:0.002004 |IO Time:0.000000
rank:4 |send count:28 | recv count: 27 |total Time:0.010261 |compute Time:0.000003 |commuTime:0.003439 |Sync Time:0.005570 |IO Time:0.000000
rank:9 |send count:28 | recv count: 27 |total Time:0.010595 |compute Time:0.000008 |commuTime:0.007324 |Sync Time:0.001617 |IO Time:0.000000
rank:17 |send count:37 | recv count: 36 |total Time:0.010629 |compute Time:0.000011 |commuTime:0.004600 |Sync Time:0.003397 |IO Time:0.000000
rank:18 |send count:46 | recv count: 45 |total Time:0.010646 |compute Time:0.000006 |commuTime:0.007076 |Sync Time:0.000941 |IO Time:0.000000
rank:19 |send count:19 | recv count: 18 |total Time:0.010642 |compute Time:0.000009 |commuTime:0.002479 |Sync Time:0.005524 |IO Time:0.000000
rank:24 |send count:46 | recv count: 45 |total Time:0.010315 |compute Time:0.000010 |commuTime:0.004695 |Sync Time:0.001951 |IO Time:0.000000
