rank:1 |send count:19 | recv count: 18 |total Time:0.002235 |compute Time:0.000006 |commuTime:0.001055 |Sync Time:0.000954 |IO Time:0.000000
rank:2 |send count:28 | recv count: 27 |total Time:0.002243 |compute Time:0.000008 |commuTime:0.001393 |Sync Time:0.000615 |IO Time:0.000000
rank:12 |send count:19 | recv count: 18 |total Time:0.002337 |compute Time:0.000007 |commuTime:0.001041 |Sync Time:0.000945 |IO Time:0.000000
rank:24 |send count:46 | recv count: 45 |total Time:0.002197 |compute Time:0.000008 |commuTime:0.001420 |Sync Time:0.000538 |IO Time:0.000000
rank:36 |send count:10 | recv count: 9 |total Time:0.002208 |compute Time:0.000010 |commuTime:0.000855 |Sync Time:0.001055 |IO Time:0.000000
rank:3 |send count:10 | recv count: 9 |total Time:0.002236 |compute Time:0.000005 |commuTime:0.000856 |Sync Time:0.001153 |IO Time:0.000000
rank:13 |send count:10 | recv count: 9 |total Time:0.002342 |compute Time:0.000005 |commuTime:0.000708 |Sync Time:0.001281 |IO Time:0.000000
rank:25 |send count:37 | recv count: 36 |total Time:0.002193 |compute Time:0.000008 |commuTime:0.000927 |Sync Time:0.001035 |IO Time:0.000000
rank:37 |send count:19 | recv count: 18 |total Time:0.002210 |compute Time:0.000005 |commuTime:0.000881 |Sync Time:0.001030 |IO Time:0.000000
rank:4 |send count:28 | recv count: 27 |total Time:0.002239 |compute Time:0.000005 |commuTime:0.000870 |Sync Time:0.001137 |IO Time:0.000000
rank:14 |send count:37 | recv count: 36 |total Time:0.002347 |compute Time:0.000007 |commuTime:0.000834 |Sync Time:0.001154 |IO Time:0.000000
rank:26 |send count:19 | recv count: 18 |total Time:0.002209 |compute Time:0.000011 |commuTime:0.001336 |Sync Time:0.000621 |IO Time:0.000000
rank:38 |send count:64 | recv count: 63 |total Time:0.002209 |compute Time:0.000016 |commuTime:0.000962 |Sync Time:0.000934 |IO Time:0.000000
rank:6 |send count:28 | recv count: 27 |total Time:0.002191 |compute Time:0.000005 |commuTime:0.000945 |Sync Time:0.001060 |IO Time:0.000000
rank:15 |send count:28 | recv count: 27 |total Time:0.002358 |compute Time:0.000005 |commuTime:0.000948 |Sync Time:0.001055 |IO Time:0.000000
rank:27 |send count:10 | recv count: 9 |total Time:0.002208 |compute Time:0.000005 |commuTime:0.000837 |Sync Time:0.001122 |IO Time:0.000000
rank:39 |send count:19 | recv count: 18 |total Time:0.002211 |compute Time:0.000007 |commuTime:0.000880 |Sync Time:0.001022 |IO Time:0.000000
rank:7 |send count:37 | recv count: 36 |total Time:0.002191 |compute Time:0.000006 |commuTime:0.000991 |Sync Time:0.001009 |IO Time:0.000000
rank:19 |send count:19 | recv count: 18 |total Time:0.002182 |compute Time:0.000007 |commuTime:0.000834 |Sync Time:0.001143 |IO Time:0.000000
rank:28 |send count:10 | recv count: 9 |total Time:0.002203 |compute Time:0.000006 |commuTime:0.000930 |Sync Time:0.001025 |IO Time:0.000000
