processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:1  time:0.192944
rank:8  time:0.192997
rank:3  time:0.193276
rank:6  time:0.194021
rank:9  time:0.194319
rank:11  time:0.194319
rank:2  time:0.194418
rank:10  time:0.195030
rank:4  time:0.195423
rank:5  time:0.196074
rank:0  time:0.199096
rank:7  time:0.199147
