processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:7  time:3.584041
rank:5  time:3.584054
rank:6  time:3.584048
rank:11  time:3.584218
rank:9  time:3.584193
rank:8  time:3.584384
rank:1  time:3.584840
rank:4  time:3.584862
rank:2  time:3.584981
rank:3  time:3.585149
rank:10  time:3.585223
rank:0  time:3.585191
