processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:1  time:8.340236
rank:5  time:8.340168
rank:9  time:8.340188
rank:2  time:8.333302
rank:3  time:8.340188
rank:4  time:8.340189
rank:6  time:8.340250
rank:8  time:8.327615
rank:11  time:8.340813
rank:10  time:8.348666
rank:7  time:8.354540
rank:0  time:8.354451
