processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:4  time:0.418621
rank:5  time:0.418559
rank:8  time:0.418604
rank:11  time:0.418483
rank:1  time:0.418652
rank:10  time:0.418708
rank:3  time:0.419121
rank:2  time:0.419620
rank:6  time:0.420664
rank:7  time:0.420665
rank:0  time:0.421250
rank:9  time:0.421170
