processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
processNum:12
rank:2  time:11.268669
rank:3  time:11.268665
rank:7  time:11.268716
rank:9  time:11.263662
rank:1  time:11.268672
rank:4  time:11.268725
rank:5  time:11.268685
rank:10  time:11.263749
rank:11  time:11.268684
rank:6  time:11.263798
rank:8  time:11.269115
rank:0  time:11.269141
