rank:1 |send count:11 | recv count: 9 |total Time:0.003194 |compute Time:0.000005 |commuTime:0.002890|IO Time:0.000000
rank:39 |send count:9 | recv count: 8 |total Time:0.003255 |compute Time:0.000004 |commuTime:0.002452|IO Time:0.000000
rank:40 |send count:5 | recv count: 5 |total Time:0.002484 |compute Time:0.000004 |commuTime:0.002460|IO Time:0.000000
rank:44 |send count:4 | recv count: 4 |total Time:0.002864 |compute Time:0.000004 |commuTime:0.001680|IO Time:0.000000
rank:36 |send count:4 | recv count: 4 |total Time:0.003209 |compute Time:0.000002 |commuTime:0.002914|IO Time:0.000000
rank:41 |send count:7 | recv count: 12 |total Time:0.002684 |compute Time:0.000004 |commuTime:0.002167|IO Time:0.000000
rank:45 |send count:4 | recv count: 4 |total Time:0.002846 |compute Time:0.000004 |commuTime:0.001646|IO Time:0.000000
rank:42 |send count:4 | recv count: 4 |total Time:0.002731 |compute Time:0.000006 |commuTime:0.002050|IO Time:0.000000
rank:46 |send count:4 | recv count: 4 |total Time:0.002637 |compute Time:0.000004 |commuTime:0.001639|IO Time:0.000000
rank:43 |send count:7 | recv count: 5 |total Time:0.002895 |compute Time:0.000007 |commuTime:0.002157|IO Time:0.000000
rank:47 |send count:15 | recv count: 8 |total Time:0.002840 |compute Time:0.000005 |commuTime:0.001623|IO Time:0.000000
rank:0 |send count:52 | recv count: 51 |total Time:0.053292 |compute Time:0.000005 |commuTime:0.002379 |Sync Time:0.000000 |IO Time:0.049661

real	0m1.442s
user	0m3.334s
sys	0m2.281s
