rank:4 |send count:1997 | recv count: 1996 |total Time:128.663637 |compute Time:0.000242 |commuTime:126.884745 |Sync Time:1.293274 |IO Time:0.000000
rank:1 |send count:1997 | recv count: 1996 |total Time:128.663162 |compute Time:0.000201 |commuTime:127.933492 |Sync Time:0.251635 |IO Time:0.000000
rank:2 |send count:1997 | recv count: 1996 |total Time:128.661932 |compute Time:0.000233 |commuTime:126.892722 |Sync Time:1.292325 |IO Time:0.000000
rank:5 |send count:1997 | recv count: 1996 |total Time:128.663666 |compute Time:0.000235 |commuTime:126.878126 |Sync Time:1.293286 |IO Time:0.000000
rank:8 |send count:1997 | recv count: 1996 |total Time:128.662528 |compute Time:0.000211 |commuTime:127.912760 |Sync Time:0.251875 |IO Time:0.000000
rank:3 |send count:1997 | recv count: 1996 |total Time:128.661960 |compute Time:0.000240 |commuTime:126.886456 |Sync Time:1.291798 |IO Time:0.000000
rank:12 |send count:1997 | recv count: 1996 |total Time:128.662465 |compute Time:0.000206 |commuTime:128.020225 |Sync Time:0.130896 |IO Time:0.000000
rank:9 |send count:1997 | recv count: 1996 |total Time:128.662578 |compute Time:0.000213 |commuTime:127.908383 |Sync Time:0.249668 |IO Time:0.000000
rank:10 |send count:1997 | recv count: 1996 |total Time:128.662269 |compute Time:0.000203 |commuTime:126.866413 |Sync Time:1.291595 |IO Time:0.000000
rank:13 |send count:1997 | recv count: 1996 |total Time:128.663088 |compute Time:0.000215 |commuTime:128.013602 |Sync Time:0.130504 |IO Time:0.000000
rank:16 |send count:1997 | recv count: 1996 |total Time:128.661349 |compute Time:0.000277 |commuTime:127.887206 |Sync Time:0.249912 |IO Time:0.000000
rank:11 |send count:1997 | recv count: 1996 |total Time:128.662337 |compute Time:0.000210 |commuTime:126.859812 |Sync Time:1.291520 |IO Time:0.000000
rank:20 |send count:1997 | recv count: 1996 |total Time:128.661561 |compute Time:0.000232 |commuTime:127.993802 |Sync Time:0.130084 |IO Time:0.000000
rank:17 |send count:1997 | recv count: 1996 |total Time:128.662042 |compute Time:0.000231 |commuTime:127.877796 |Sync Time:0.252676 |IO Time:0.000000
rank:18 |send count:1997 | recv count: 1996 |total Time:128.660745 |compute Time:0.000251 |commuTime:126.841020 |Sync Time:1.289387 |IO Time:0.000000
rank:21 |send count:1997 | recv count: 1996 |total Time:128.661585 |compute Time:0.000263 |commuTime:127.986758 |Sync Time:0.129681 |IO Time:0.000000
rank:6 |send count:1997 | recv count: 1996 |total Time:128.661550 |compute Time:0.000215 |commuTime:128.040818 |Sync Time:0.130509 |IO Time:0.000000
rank:24 |send count:1997 | recv count: 1996 |total Time:128.661987 |compute Time:0.000226 |commuTime:127.858057 |Sync Time:0.251742 |IO Time:0.000000
