rank:1 |send count:1997 | recv count: 1996 |total Time:70.354169 |compute Time:0.000180 |commuTime:68.297338 |Sync Time:1.145328 |IO Time:0.000000
rank:4 |send count:1997 | recv count: 1996 |total Time:70.354695 |compute Time:0.000187 |commuTime:69.187643 |Sync Time:0.239319 |IO Time:0.000000
rank:2 |send count:1997 | recv count: 1996 |total Time:70.354617 |compute Time:0.000211 |commuTime:68.354434 |Sync Time:1.088239 |IO Time:0.000000
rank:5 |send count:1997 | recv count: 1996 |total Time:70.354952 |compute Time:0.000198 |commuTime:69.173461 |Sync Time:0.253465 |IO Time:0.000000
rank:3 |send count:1997 | recv count: 1996 |total Time:70.354660 |compute Time:0.000184 |commuTime:68.245216 |Sync Time:1.182282 |IO Time:0.000000
rank:6 |send count:1997 | recv count: 1996 |total Time:70.358088 |compute Time:0.000193 |commuTime:69.238927 |Sync Time:0.188010 |IO Time:0.000000
rank:8 |send count:1997 | recv count: 1996 |total Time:70.355238 |compute Time:0.000175 |commuTime:68.177197 |Sync Time:1.235735 |IO Time:0.000000
rank:7 |send count:1997 | recv count: 1996 |total Time:70.358162 |compute Time:0.000192 |commuTime:68.942685 |Sync Time:0.470460 |IO Time:0.000000
rank:9 |send count:1997 | recv count: 1996 |total Time:70.355875 |compute Time:0.000189 |commuTime:68.133987 |Sync Time:1.278917 |IO Time:0.000000
rank:12 |send count:1997 | recv count: 1996 |total Time:70.357486 |compute Time:0.000188 |commuTime:68.906985 |Sync Time:0.490877 |IO Time:0.000000
rank:10 |send count:1997 | recv count: 1996 |total Time:70.358138 |compute Time:0.000185 |commuTime:68.298298 |Sync Time:1.114611 |IO Time:0.000000
rank:13 |send count:1997 | recv count: 1996 |total Time:70.357542 |compute Time:0.000186 |commuTime:69.082173 |Sync Time:0.315715 |IO Time:0.000000
rank:11 |send count:1997 | recv count: 1996 |total Time:70.358460 |compute Time:0.000217 |commuTime:68.274180 |Sync Time:1.124183 |IO Time:0.000000
rank:14 |send count:1997 | recv count: 1996 |total Time:70.357509 |compute Time:0.000187 |commuTime:69.100996 |Sync Time:0.296872 |IO Time:0.000000
rank:16 |send count:1997 | recv count: 1996 |total Time:70.354411 |compute Time:0.000207 |commuTime:68.180419 |Sync Time:1.202126 |IO Time:0.000000
rank:15 |send count:1997 | recv count: 1996 |total Time:70.357568 |compute Time:0.000186 |commuTime:69.130909 |Sync Time:0.252084 |IO Time:0.000000
rank:17 |send count:1997 | recv count: 1996 |total Time:70.354752 |compute Time:0.000218 |commuTime:68.136973 |Sync Time:1.245542 |IO Time:0.000000
rank:20 |send count:1997 | recv count: 1996 |total Time:70.354381 |compute Time:0.000190 |commuTime:69.068709 |Sync Time:0.298752 |IO Time:0.000000
rank:18 |send count:1997 | recv count: 1996 |total Time:70.355856 |compute Time:0.000175 |commuTime:68.311904 |Sync Time:1.070642 |IO Time:0.000000
rank:21 |send count:1997 | recv count: 1996 |total Time:70.354559 |compute Time:0.000205 |commuTime:69.036502 |Sync Time:0.330951 |IO Time:0.000000
rank:19 |send count:1997 | recv count: 1996 |total Time:70.356897 |compute Time:0.000188 |commuTime:68.155594 |Sync Time:1.212530 |IO Time:0.000000
rank:22 |send count:1997 | recv count: 1996 |total Time:70.354244 |compute Time:0.000242 |commuTime:69.160488 |Sync Time:0.206924 |IO Time:0.000000
rank:24 |send count:1997 | recv count: 1996 |total Time:70.357904 |compute Time:0.000216 |commuTime:68.272227 |Sync Time:1.080766 |IO Time:0.000000
rank:23 |send count:1997 | recv count: 1996 |total Time:70.354403 |compute Time:0.000227 |commuTime:69.042853 |Sync Time:0.310425 |IO Time:0.000000
rank:28 |send count:1997 | recv count: 1996 |total Time:70.356452 |compute Time:0.000213 |commuTime:69.135398 |Sync Time:0.202993 |IO Time:0.000000
rank:25 |send count:1997 | recv count: 1996 |total Time:70.358624 |compute Time:0.000271 |commuTime:68.246593 |Sync Time:1.106823 |IO Time:0.000000
rank:26 |send count:1997 | recv count: 1996 |total Time:70.356597 |compute Time:0.000202 |commuTime:68.281622 |Sync Time:1.071437 |IO Time:0.000000
rank:27 |send count:1997 | recv count: 1996 |total Time:70.356913 |compute Time:0.000216 |commuTime:68.249556 |Sync Time:1.089033 |IO Time:0.000000
rank:29 |send count:1997 | recv count: 1996 |total Time:70.356743 |compute Time:0.000198 |commuTime:69.100082 |Sync Time:0.238356 |IO Time:0.000000
rank:32 |send count:1997 | recv count: 1996 |total Time:70.356672 |compute Time:0.000173 |commuTime:68.193516 |Sync Time:1.129979 |IO Time:0.000000
rank:30 |send count:1997 | recv count: 1996 |total Time:70.354526 |compute Time:0.000200 |commuTime:69.151075 |Sync Time:0.187366 |IO Time:0.000000
rank:33 |send count:1997 | recv count: 1996 |total Time:70.356977 |compute Time:0.000203 |commuTime:68.199912 |Sync Time:1.123235 |IO Time:0.000000
rank:31 |send count:1997 | recv count: 1996 |total Time:70.354597 |compute Time:0.000186 |commuTime:69.098134 |Sync Time:0.225624 |IO Time:0.000000
rank:34 |send count:1997 | recv count: 1996 |total Time:70.354575 |compute Time:0.000221 |commuTime:68.231669 |Sync Time:1.087207 |IO Time:0.000000
rank:36 |send count:1997 | recv count: 1996 |total Time:70.358934 |compute Time:0.000185 |commuTime:69.006995 |Sync Time:0.294033 |IO Time:0.000000
rank:35 |send count:1997 | recv count: 1996 |total Time:70.354599 |compute Time:0.000184 |commuTime:68.091794 |Sync Time:1.209721 |IO Time:0.000000
rank:37 |send count:1997 | recv count: 1996 |total Time:70.358969 |compute Time:0.000208 |commuTime:69.016460 |Sync Time:0.284515 |IO Time:0.000000
